document
attentat a fait moins 93 morts plusieurs dizaines blessés vendredi 1ercinq personnes décédées pendant nuit lhôpital  porte bilan 93 morts janvier pakistan selon nouveau bilan fourni samedi police  kamikaze a fait exploser bombe milieu dun terrain volleyball   a déclaré chef police locale précise kamikaze a précipité voiture chargée dexplosifs terrain autour duquel villageois rassemblés regarder match  lexplosion a provoqué leffondrement dune maison située proximité doù extraites plusieurs victimes femmes enfants  lattentat a lieu shah hasan khan village district bannu voisin zones tribales frontalières lafghanistan où larmée pakistanaise combat actuellement talibans alliés alqaida  cette fin dannée pays victime dun regain violence  lundi attentatsuicide karachi revendiqué talibans fait quarantetrois morts  réunion dun comité local antitalibans tenait mosquée située juste côté terrain volleyball lors lattentat a indiqué mushtaq marwat membre comité paix chaîne télévision locale geo  soudain a énorme explosion  sortis vu morts blessés partout atil raconté estimant bilan devrait salourdir  combattre menace terroriste jusquà élimination totale premier ministre youssouf raza gilani a condamné lattentat affirmant communiqué tels actes terroristes peuvent affaiblir résolution gouvernement combattre menace terroriste jusquà élimination totale  nordouest pakistan cible privilégiée vague dattentats islamistes secoue pakistan a fait plus deux mille huit cents morts depuis près deux ans demi  cette sanglante série sest accélérée depuis octobre lorsque larmée a lancé offensive terrestre contre talibans waziristan sud fief mouvement talibans pakistanais ttp allié alqaida  ttp alliés dénoncent lalignement pakistan guerre contre terrorisme menée etatsunis région considérés comme principaux auteurs attentats perpétrés depuis deux ans demi  ttp a également revendiqué attentat contre procession chiite a fait quarantetrois morts lundi dernier karachi sud pakistan semble démontrer capacité nuisance sétend bien delà nordouest 
