clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
euros,[7.796810516603696598e-375],0.0,1
c est montant dédommagement octroyé sncf syndicat transports d iledefrance stif voyageurs juin subi fois inondations intempéries grèves,"[1.060396577864835401e-319, 6.838391151164236373e-331, 4.640277190622958116e-373, 2.1991049166418779974e-339, 4.289783553797891966e-368, 3.287734424278655107e-378, 1.12169808199192927e-329, 3.0274456573281719613e-341, 5.8847919494966032815e-323, 1.3898599171406734201e-378, 1.5981612316385532143e-372, 9.842409447361190061e-358, 2.8349647232079446948e-332, 6.8617323486543842242e-373, 1.2073608473189580314e-332, 8.076924937446622733e-315, 2.1832903665267075839e-363, 2.8907526673521927181e-331]",4.48723947e-316,18
« c était galère invraisemblable » rappelle valérie pécresse présidente lr région,"[3.778416538610423333e-332, 3.452352502470269509e-365, 3.5741411900476278403e-367, 1.35815644411329116175e-210, 2.9710647978837802582e-278, 3.6551278200034047917e-358, 1.1094255267868683299e-320, 1.1327125536528336797e-373, 1.7231791699681255867e-387, 2.1455133039032237023e-344, 6.993602838055435043e-394, 1.8998500229080006249e-345]",1.131797036761076e-211,12
« vécu événements exceptionnels comme n en connu depuis ans » admet alain krakovitch directeur branche transilien sncf,"[3.0609665808024898945e-307, 3.7174050936896258625e-312, 2.0652737324154496386e-295, 4.0541522849008335358e-333, 2.8333859358960189848e-313, 3.9509908302957343476e-263, 3.1493682272381921062e-233, 2.8167567082625450387e-315, 7.6220656544375902796e-296, 7.2375127500361053698e-332, 2.1639001335696988037e-332, 5.241044565389186877e-366, 7.059921417537381059e-369, 5.9353049432820065364e-345, 3.4076542397799037699e-296, 7.313650257771607718e-49, 4.7948604870634716526e-122, 7.989149981884293743e-238]",4.0631390320953378e-50,18
suite nombreux préavis grèves réseau a perturbé régulièrement entre mars juin,"[8.608588917885992185e-288, 4.133206152439153818e-243, 3.1284531932733565724e-328, 5.342774976198299125e-47, 1.5293366435255269379e-328, 4.1888476887528112826e-300, 3.9942019873782073095e-256, 3.4024650415344032752e-342, 1.5977888250954475789e-381, 7.530356235936740649e-291, 7.1010263150732645084e-341]",4.857068160180272e-48,11
« certaines lignes usagers subissent aujourd hui jour grève » assurait l association francilienne d usagers transports juin,"[5.324331408122474072e-297, 3.2260140937358177653e-365, 2.1529037412501714309e-330, 2.83280239365352513e-290, 9.863001795767678138e-345, 8.429524296992790158e-229, 1.4806185130582254437e-226, 1.3453352679683349387e-263, 7.671196655753091337e-281, 5.1493467105211225074e-280, 7.734815317315111373e-355, 9.304011437257607481e-292, 4.8734369558984503705e-326, 2.9925942337287378711e-208, 5.3719156920470685408e-263, 2.1137285946528843392e-317, 1.2978982532441333978e-335, 3.683334601225691207e-238]",1.662552352071521e-209,18
fin mai pluies incessantes provoqué éboulements chutes d arbres inondations l ouest région,"[2.2651644542991948366e-189, 2.46703434312131199e-200, 1.3029441347460189675e-174, 1.0, 2.8432472800155509611e-33, 8.597564779992815097e-319, 9.892207942617038184e-174, 4.7095574652721076125e-374, 1.7905445832171581938e-338, 2.9847710409865880226e-305, 2.7194693942109155377e-369, 2.3388494215112625165e-346, 7.788041248387350067e-303]",0.07692307692307693,13
début juin crue seine coupait plusieurs lignes notamment rer,"[1.4716176699848387808e-358, 1.3598087130961039801e-307, 1.5817878314091541599e-170, 1.5464330849939503418e-334, 6.135935268074522899e-182, 1.1779659008792160235e-336, 3.7801171248161073116e-308, 2.8295355442436308584e-263, 6.1355241096010174675e-326]",1.7575420349058779e-171,9
b e h p r,"[2.4950794226070386822e-314, 1.1441183365933884487e-337, 1.8536058732764691484e-361, 6.8077604161753552806e-330, 2.0180652108926836987e-312]",4.08603201025e-313,5
titulaires passe navigo mensuel annuel subi gros dysfonctionnements dédommagés annoncent présidente région directeur réseau,"[1.6649183731472442979e-269, 2.5215357653018643534e-256, 5.3312525928534600053e-357, 1.0060875953630706711e-239, 6.325825091650275856e-310, 1.0895861687042048463e-358, 1.3780675241707808012e-272, 7.7591633520819970574e-226, 1.4134408166318958763e-242, 1.9254186020698614457e-87, 2.94350455417210817e-180, 3.8711019036674410346e-344, 9.509754163138561861e-260, 1.3108862219931601488e-332]",1.3752990014784726e-88,14
possesseurs forfaits imagine r solidarité mois bénéficieront d un forfait respectivement euros euros,"[1.8405225557481630885e-378, 1.6412740326533604426e-274, 3.931867910212126862e-349, 4.748069997060153511e-286, 1.37046390395620968365e-340, 2.28172080648869369e-80, 2.8269778528518417733e-132, 6.469804109900914538e-304, 1.2313593749586889269e-313, 2.2149229515247355877e-295, 1.0726700978922518973e-239, 8.940899532738026717e-185, 2.2648951715767179466e-279]",1.755169851145149e-81,13
concernés abonnés empruntant lignes b e h p r ainsi ligne tramway particulièrement touchées grèves,"[7.832362856079455437e-339, 2.3028965509305092484e-269, 4.890950791598507531e-250, 1.8847904219769693954e-314, 8.020046621148922688e-257, 3.7596544268450506587e-236, 5.210149663127808202e-351, 5.4649696582359578653e-245, 6.3774696708205361335e-213, 3.4514985927488084943e-220, 4.665716129424231193e-273, 1.2295763523591342569e-209, 5.20575923664492777e-367, 6.916153570366862063e-367, 1.6652130712217443431e-190]",1.110142047481163e-191,15
habitués rer ligne pourront également percevoir raison intempéries crue,"[9.72539283825846447e-327, 3.2930047288043039852e-337, 2.5309288246921941387e-235, 7.64400729173357621e-195, 3.175394445717352896e-209, 6.3777197793576077956e-283, 4.9284195608073115408e-204, 1.4430112850796430607e-215, 1.02610100151538630124e-224]",8.493341440735586e-196,9
revanche « rien côté ratp » comme souligne lecteur,"[1.319120350545478377e-150, 1.5391661262446977324e-276, 2.123705983772955629e-267, 4.5338837376642106853e-278, 1.2570170977736319271e-272, 6.050785521155234051e-216, 7.9109480680583186587e-281, 5.9008949948068102436e-280, 2.5492531092627576008e-295]",1.4656892783838648e-151,9
déterminer lignes concernées sncf s est livrée calcul précis,"[7.5355848340994249545e-264, 2.0516404791679754546e-277, 5.1658026528876541914e-322, 1.38125077968559367275e-198, 3.9420240498364230145e-90, 9.652723845832066048e-232, 6.398605547862369729e-275, 5.7990846903168552692e-216, 1.6290569960846687261e-370]",4.38002672204047e-91,9
« regardé quelles lignes affectées jour jour,"[3.0742884612688326271e-292, 1.26864741698195245526e-275, 3.1832278433955442953e-282, 1.6954785676887154992e-273, 3.3887183744770233245e-143, 2.9228951074824545015e-295, 1.0657877640115465099e-245]",4.8410262492528906e-144,7
lorsque moins d un tiers trains circulé journée moins dédommagement avéré » explique,"[6.494487587194679552e-240, 5.620737127662900367e-318, 8.1648453925654439277e-283, 1.13999769204862778465e-247, 4.3073407764570917345e-227, 9.0906284874749194175e-257, 2.2580497029039469605e-186, 3.1838994581286222278e-354, 8.4094556938599707217e-284, 1.5683155154624670442e-334, 6.9236145407115245464e-406, 1.4614075702609721438e-267, 2.204679546400930172e-321]",1.736961309926113e-187,13
krakovitch,[2.7881010789215035632e-213],2.7881010789215036e-213,1
rer b cette situation a constatée six jours mois juin,"[9.8193852431923856323e-253, 1.0482725776646115305e-79, 1.5029073140777368077e-261, 4.0459063702947649912e-200, 3.4177342346712539345e-193, 6.4886585448790453756e-197, 9.72507559320585453e-280, 4.737252698382956747e-199, 3.7772511942142882424e-380, 2.8632742922813659953e-335]",1.0482725776646115e-80,10
code postal domicile,"[2.1985468430489523001e-343, 6.212957532849788512e-244, 1.632509218697534108e-236]",5.441697602757032e-237,3
restait ensuite isoler parmi abonnés ceux empruntent effectivement lignes,"[1.9511667299461650681e-183, 7.59639865095729094e-322, 5.660119808094369727e-324, 7.1400541574755408544e-203, 1.6007694064779016603e-294, 6.408452128156090717e-263, 1.6696201081987664672e-224, 9.499502624774336191e-250, 7.834095729150511972e-285]",2.1679630332735167e-184,9
sncf stif basés l adresse postale voyageurs,"[4.3652562542761608865e-341, 6.724554110723987777e-303, 2.36566383335353475e-251, 9.257567491129331367e-280, 1.8948657586697490371e-302, 2.0881778827782890085e-204, 2.3662616638956184588e-285]",2.9831112611118416e-205,7
ceux vivent commune traversée l une lignes concernées ainsi habitants communes voisines droit,"[3.0100484706727818447e-154, 7.83534839917601644e-245, 5.662385359756793459e-228, 1.4895888361582194937e-211, 3.04651237734224148e-277, 2.2528636200616478231e-260, 9.520392344509734951e-342, 4.9970456777126944282e-281, 3.6289107371033728286e-268, 3.4747619688504945347e-264, 1.0247203486691907226e-380, 3.8836326582393389342e-217, 1.2589646398545362929e-219]",2.3154219005175246e-155,13
cas exemple titulaires navigo vivant drancy seinesaintdenis ligne b aussi ceux habitent essonne dont peut supposer qu ils prennent rer dourdan,"[1.7923109907639880223e-238, 3.248419728722212603e-308, 1.1341239985182524775e-355, 5.0204569369857091633e-273, 1.5002606657139270907e-317, 4.102775339330319372e-121, 3.59216466588200528e-200, 4.4120406600251625504e-239, 3.0771821854968405833e-185, 1.4115926258224780018e-227, 1.1528118278425638213e-366, 4.181872526917736633e-239, 1.7332148556932261228e-277, 3.163366860951087911e-318, 4.0197420867184954178e-231, 3.4901463656427555086e-233, 8.0597282603592235306e-278, 5.590169091895886359e-282, 4.4964543404936578211e-172, 6.8431567746280765244e-253, 1.06079133385739776453e-212]",1.9537025425382474e-122,21
parisiens,[1.299494816707016233e-192],1.2994948167070162e-192,1
cette logique présume tous habitants petite grande couronne empruntent réseau rendre paris proche banlieue,"[5.052451902346592762e-257, 6.727645960323008692e-258, 4.3827817443507658418e-210, 5.419745268861802528e-383, 1.6458234654877276303e-376, 6.6423010889666822045e-351, 1.6006853058463624431e-286, 7.06581712768360187e-294, 1.2911217793834063171e-245, 3.4013875639415262433e-329, 6.4288849333190256276e-304, 7.584231122980864336e-293, 1.1240382011428323069e-167, 4.0634802670069429737e-293]",8.028844293877373e-169,14
a l inverse habitants paris communes limitrophes desservies métro censés utiliser réseau transilien,"[7.2630088885854725684e-208, 9.337065557783066262e-200, 4.4860348251765662483e-193, 3.0766591990689641754e-367, 4.149679946571912257e-261, 1.2591133586516096849e-281, 6.700001459001349455e-316, 2.6560548641215854729e-244, 2.8163134065332089313e-318, 1.8490643878811862057e-292, 8.26583365295891572e-270, 5.151285818335363848e-296, 1.3329731167718390822e-320]",3.4507967376024074e-194,13
donc éligibles dédommagement sauf s ils prouvent qu ils travaillent long l une lignes concernées,"[1.6948933042723491174e-296, 1.3689161895718242484e-246, 1.6278751279911508625e-292, 2.82541592292775698e-341, 7.944478586437220672e-274, 1.3768425226286863319e-316, 1.38609407489698983055e-303, 1.0266853144838882864e-332, 3.1021173196005707032e-339, 2.4470106812350352979e-296, 3.1452544639308492327e-342, 3.4264809059877552996e-332, 3.4672942902636723023e-284, 1.2062495628765519351e-312, 9.584151321862946678e-344]",9.126107930478828e-248,15
million d usagers,"[7.596032485225840146e-335, 2.1886058436851244765e-172, 4.5443088960632002832e-263]",7.295352812283748e-173,3
total selon calculs stif million personnes peuvent bénéficier ristourne peu moins moitié utilisateurs quotidiens réseau transilien,"[2.831508998876968879e-286, 2.3864529822679494927e-211, 4.5521647363222657665e-326, 4.567952121912499917e-275, 5.6477361675414094653e-329, 2.9166606457015244332e-284, 1.3675299700505197122e-339, 2.1649947646893902301e-338, 1.902921662813854022e-361, 5.3220784503729159976e-343, 3.8217187299276035297e-310, 2.093878661301061546e-305, 5.028548883720836208e-296, 3.1966524426710851818e-251, 4.5896262480195783066e-339, 2.9588338158446054133e-273]",1.4915331139174686e-212,16
usagers rer a particulier figurent lot,"[2.750273584686055018e-329, 5.0267676518079692333e-363, 3.0029822731805897502e-289, 1.7014529646340102058e-332, 4.783179871786474008e-378, 7.994645744949662636e-296]",5.0049717877419407e-290,6
habitués lignes non plus pourtant subi nombreux dysfonctionnements,"[4.714449036166791021e-84, 1.1981014196168452598e-136, 8.866087247567537263e-272, 4.488020773334079153e-308, 3.0775123423436529159e-282, 3.3507452828209537214e-263, 2.4173466942839655675e-215, 6.3634772395080916243e-279]",5.893061295208489e-85,8
