clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
coût l opération évalué millions d euros réparti entre sncf millions stif millions,"[9.110412038390591307e-209, 2.005590173502590229e-282, 6.8467630636987835576e-222, 7.3343778082064197517e-271, 4.495627595823679782e-276, 2.6318761134678884023e-202, 2.5130775686110364254e-285, 1.2389410155790426255e-250, 3.0867443218319377728e-302, 1.4571026829430141256e-186, 1.5791099677250255887e-336, 5.1794331465544094776e-174, 8.1931695392870991334e-254]",3.984179343504513e-175,13
« foutage gueule »,"[9.986641272794583049e-281, 1.2706437067683944895e-339, 8.6830447810179003204e-269, 1.8090044012405962146e-282]",2.170761195257017e-269,4
associations d usagers réclamaient remboursement moitié passe navigo réjouissent toutes,"[5.866349319525027496e-367, 3.96375702940774719e-342, 4.9231234767069522035e-319, 7.768047675552116923e-333, 3.106276273779799661e-247, 2.4134144421409765682e-226, 3.5608078373646910836e-258, 1.5710226111638608782e-184, 2.9931210819489300425e-321, 2.491067542555140604e-371]",1.5710226111638607e-185,10
« c est foutage gueule » écrit l association plus trains fédère habitués lignes u l ouest parisien,"[4.4454168660098159463e-331, 3.4336249512056731488e-126, 4.555072769630154586e-322, 5.2877665689723701693e-49, 2.3216592791908141811e-145, 3.7694267815463244733e-334, 1.8483824237132407304e-274, 4.230387924258787219e-370, 1.4999468930742583845e-310, 4.388667769240117346e-224, 2.8208043155798248618e-126, 3.2667892425318388435e-298, 3.1678557484079263603e-308, 1.19851969892994104015e-257, 7.8978423012491429067e-246, 5.886644885505076384e-298, 1.0420877048219205379e-210, 4.8922323839143881484e-288]",2.937648093873539e-50,18
« petit montant » euros « insulte face frais bien supérieurs parking garde d enfant » engagés voyageurs,"[7.4734545428997676802e-146, 2.2193168344041051182e-362, 2.0207528256696143562e-335, 9.784343193140724053e-329, 5.3087000739888349006e-352, 8.0968955463694083975e-265, 1.1803906018227057322e-322, 1.4784670927737947508e-252, 2.6247282979946180707e-181, 2.1783075309654288333e-328, 4.271858468160986847e-364, 1.4135103691588031325e-172, 3.5622978851956061718e-379, 2.2759798584529407928e-236, 1.2801445847621711831e-306, 3.7203839746867753584e-346, 2.1131460655516098477e-259, 2.1514971405871922184e-117]",1.1952761892151069e-118,18
outre lignes concernées remboursement,"[8.8207411280566225155e-347, 1.1139953768989798304e-174, 2.7969927141870119308e-331, 2.5357656473116663838e-287]",2.7849884422474495e-175,4
« guichet tout monde »,"[5.4954926603282688187e-233, 2.5367235531370276748e-317, 3.5565122956123326602e-278, 2.1495295253662023768e-284, 2.2860478589810658757e-199]",4.5720957179621315e-200,5
n est première fois usagers sncf perçoivent dédommagement ici janvier là juillet,"[1.395462608298162183e-268, 2.567614169069711932e-371, 6.3850738186098731064e-307, 1.23189921828834564545e-293, 1.2699123393127961469e-354, 3.4861509124694761938e-315, 9.099480447030603034e-345, 2.9606693507746925284e-269, 2.5360187952474329296e-265, 1.2193440584028443977e-115, 1.4222078492525780774e-194, 1.3315385085339821333e-115]",2.1257354724473555e-116,12
revanche c est première sncf met place site spécifique faire valoir remboursement voyageurs devront connecter entre juillet septembre,"[6.4673866832988670315e-268, 7.8082509368470449614e-361, 1.3747088750620470498e-193, 3.7755387711695087297e-317, 6.715496975760075136e-318, 8.74085775299488259e-179, 2.8822965315036253432e-295, 1.1578347584070180608e-279, 2.5895860280197349566e-221, 6.117204553984162792e-371, 1.6338735264763240794e-289, 1.17937424443582377934e-284, 8.1349298571487475934e-315, 8.6066080823007528866e-271, 2.6124038806747385594e-136, 8.5067276677882215706e-246, 1.7160978460757998313e-78, 1.190495357466611297e-122]",9.533876922643332e-80,18
auparavant demandes traitaient courrier fallait comme rappelle valérie pécresse « faire queue guichet tout monde » décourageait certain nombre d usagers,"[1.9818973809243603874e-308, 2.6436550891266683285e-257, 1.5465539978274310408e-278, 4.2261100657325461677e-334, 5.598159377118859729e-328, 4.9018637379710750155e-195, 7.458858827253834848e-340, 1.848241439121707411e-143, 2.1786077678308044699e-280, 8.21175008722337336e-269, 4.3833750527042106433e-182, 4.6301930550246211063e-68, 1.5423220819242560647e-322, 1.9298042153618789674e-203, 3.5658333874944357155e-317, 6.783384687248092728e-161, 3.5705410981221794413e-142, 1.677646811681174336e-217, 2.0919996097864708856e-104, 1.3311768034376965058e-264, 2.2997882005860700262e-309]",2.20485383572601e-69,21
toutefois n est nécessairement progrès relève mathieu commentaire « auparavant abonnés annuels remboursés automatiquement abonnés mensuels voyaient automatiquement appliquer nouveau tarif lors l achat forfait,"[2.6997673624568291903e-304, 2.2856190904741690997e-309, 6.677170972504818326e-263, 1.3248642928017318672e-289, 5.986249515898635345e-223, 1.7384124868308469564e-212, 8.03567696782057943e-217, 9.220537703875820887e-76, 5.530641937031549791e-252, 3.5656104630230809506e-146, 2.1089828777885717903e-155, 2.766528869124297725e-176, 4.6270561579078061524e-317, 3.344763379439613049e-365, 2.0245366498178532918e-303, 9.005756927129725659e-258, 3.7472895850143970258e-325, 2.9081006946310777416e-214, 3.4701783645436685707e-282, 5.4201618172561967493e-221, 5.169060478292072846e-375, 3.8008016333771021605e-339, 1.9880717463301562794e-317, 4.0777421171110124266e-267, 9.872295473929011027e-178]",3.688215081550329e-77,25
cette nouvelle formule deux devront maintenant remplir formulaire arriver résultat »,"[5.410690052016041151e-178, 3.4235840493109009013e-373, 9.0618099768285811084e-312, 3.7723517799332228367e-122, 4.9515286150510310213e-342, 9.075336458487745115e-325, 3.0860017863209172234e-339, 7.263627284898030901e-334, 1.7532892934426014398e-295, 1.6815476488610935731e-256, 4.4421552244629117506e-238]",3.4294107090302025e-123,11
olivier razemon twitter facebook,"[1.1167454963827177766e-219, 1.067998582424928062e-278, 1.083509184130322097e-304, 1.3760264814611463683e-313]",2.7918637409567946e-220,4
trains iledefrance savez peutêtre meubler salon comme train banlieue décembre trains retard voyageurs râlaient désormais s organisent décembre rer malédiction feuilles mortes novembre,"[1.2839851417522884946e-329, 5.7545654872557752787e-327, 9.672041660982212794e-304, 6.4093214136079003634e-186, 4.2988130611428472593e-340, 1.2897283425879068179e-300, 1.8532694331636698953e-277, 1.0693952404666185473e-256, 1.5451413091627310431e-260, 2.3964904522123716347e-250, 2.5526503482119772821e-278, 1.18909129477678542095e-235, 2.7137519872114791109e-342, 3.7076977299824977032e-178, 2.1613080472662257438e-211, 1.0733894791660309258e-327, 7.1664731538804593646e-244, 1.45139363353194489995e-279, 1.6869167581242898764e-329, 5.958445081115807097e-280, 3.9213344204519187802e-330, 1.6813069835612840701e-245, 7.312965533916669131e-263]",1.612042519163353e-179,23
