document
« système innovant facteur d’améliorations rentable plutôt qu’un vieux système obsolète »   mots jamais assez beaux qualifier invention certes peu coûteuse tellement innovante  phrase cidessus a prononcée christian estrosi maire lr nice 11 mars 2013 lors l’inauguration « stationnement intelligent » système vertueux faisait fierté élus côte d’azur  retour vieux horodateurs  las « stationnement intelligent » ici site ville a coûté 10 millions d’eurosa abandonné sans autres explications  horodateurs ad hoc installés d’abord secteur puis l’ensemble territoire ville fonctionnent plus depuis 1er mai rapporte quotidien nice matin  semiacs société d’économie mixte chargée stationnement nice a voté suspension 18 avril  vieux horodateurs repris service catimini  effet wow  système consistait insérer « microcapteurs communicants » wow bordures trottoir afin « connaître temps réel l’état stationnement trafic qualité environnementale »  ville déployé 300 horodateurs argentés « nouvelle génération » rewow promus « kiosques multiservices » ainsi qu’« ensemble d’eservices » encore wow pratique simple application mobile permettant automobilistes connaître toujours « temps réel » places disponibles  paiement bien entendu pouvait faire mobile  distance  drôle d’idée passage  lorsqu’on vient garer voiture trouve précisément proximité l’horodateur  smart city  « stationnement intelligent » fer lance « smart city » enchante discours cité enthousiasme colloques consacrés « nouveaux services mobilité » récompensé plusieurs reprises trophées faisait émules exemple lyon auprès candidat ump municipales  ville manquait jamais occasion vanter cette merveilleuse technologie tellement pratique l’utilisateur cerise gâteau bienfaitrice l’environnement  comme rapportait moniteur mars 2013 bornes interactives constituaient l’« action phare » schéma stationnement ville nice  « système devrait contribuer réduire difficultés congestion connaît centreville où estimé qu’entre 20 25 conducteurs recherche d’une place alors 8 places restent inoccupées » pouvaiton lire  l’usage toujours l’usage  « technologie futur » fait toujours bon ménage l’usage l’on fait tous jours  semiacs ville restent très discrètes raisons officielles cet abandon  fait problèmes techniques apparus  système fonctionnait toujours  comme rappelle lecteur « doky » failles informatiques apparues mises évidence l’émission envoyé spécial  chambre régionale comptes outre dénoncé marché règles commande publique  concepteurs « stationnement intelligent » aussi oublié détail  quand volant qu’on cherche place n’a nécessairement loisir consulter smartphone  double file  enfin surtout sacrosaint principe auquel déroge jamais quand conduit voiture  veut garer plus près possible destination  doublefile s’il faut sauf si verbalisation menace  or nice cette pratique tolérée voire encouragée ville police municipale depuis lustres  l’automobiliste n’a aucunement besoin cas recourir « kiosque multiservices »  stationnement c’est toujours peu bête  sujet nice précisément  stationner doublefile sans risquer pv octobre 2012 comprendre pourquoi stationnement smartphone fonctionne mal c’est ici  ps 6516 10h45  nombreux commentateurs signalent qu’ils comprennent pourquoi ville semiacs fait cesser système  pouvoirs publics n’en disent rien euxmêmes  raison simple comprendre  toute innovation si parfaite plan technique loin d’être cas l’occurrence utilisée public si celuici n’a d’autre solution disposition  or nice continue pouvoir garer presque comme veut presque impunément  or olivier razemon twitter facebook aussi instagram  « technologie futur » ratés  garer grâce smartphone fausse bonne idée septembre 2012 wifi tgv promesse depuis 2003 jamais tenue janvier 2015 10 choses très consensuelles savoir « voiture écologique » janvier 2014 smartphone vélo amis facebook août 2012 propos stationnement  stationnement illégal juillet 2012 stationnement piste cyclable  l’amende 135€ juillet 2015 
