2.574338106488877,1.5191753497879747,1.935097808087127,3.0791003285108705,3.1955594652193757,2.655940735568572,1.5645125751623055,1.6557584580963705,1.5155167787109396,1.4847930768788717,6.026915804947764,2.8032568165758702
2.574338106488877,1.984310105873611,2.0080918145321447,4.0388382971472305,3.6996785779522074,2.964976766405101,2.372471706106383,2.450071615938087,2.315655835134651,1.9443730201168243,6.143000943189782,3.3410954657213687
1.5191753497879708,1.984310105873611,1.5204015847838073,3.050375825455948,2.5594720607593557,2.5770004315724027,1.4312816541159035,1.6676082891148427,1.6854438774332492,1.6795036377468209,5.744003949540107,2.9815295175233945
1.935097808087127,2.0080918145321465,1.5204015847838113,3.2725526938337994,3.40308530492074,3.0697511250745437,1.9401691720143943,1.5708811704239958,1.7351774301292116,2.156032441738993,6.0723377995434165,3.2394405471586625
3.079100328510875,4.038838297147237,3.0503758254559523,3.272552693833804,2.787506328759944,3.149344243647332,2.947621127896969,3.4708609159328025,3.3130166894992077,3.3535230362647295,5.532160569538268,3.7792455753659593
3.1955594652193775,3.6996785779522097,2.5594720607593557,3.40308530492074,2.787506328759942,2.607155044701722,2.8655166829719736,3.4859684957508414,3.0648744767251017,3.335329745710837,5.900018625860846,3.0218335014776208
2.655940735568572,2.964976766405103,2.5770004315724027,3.0697511250745437,3.1493442436473273,2.607155044701722,2.577575072546938,2.8752094578990888,2.840222901928829,2.567866966318472,6.395809982176968,2.9207245438635945
1.5645125751623055,2.3724717061063814,1.4312816541159035,1.9401691720143943,2.947621127896969,2.8655166829719763,2.577575072546941,2.044499781357964,1.4269567889683448,1.641716365546869,5.401796519230095,2.3664564238086614
1.6557584580963705,2.450071615938087,1.6676082891148427,1.5708811704239958,3.4708609159328025,3.4859684957508414,2.8752094578990888,2.044499781357964,1.5922287594558413,2.0964511746692005,6.089987233416344,3.216594642579528
1.5155167787109396,2.315655835134649,1.6854438774332492,1.7351774301292116,3.3130166894991997,3.064874476725102,2.8402229019288274,1.426956788968341,1.5922287594558413,1.624210081888182,5.727109626466267,2.705838125280146
1.4847930768788717,1.9443730201168243,1.679503637746823,2.1560324417389913,3.3535230362647233,3.3353297457108346,2.56786696631847,1.641716365546871,2.0964511746691965,1.6242100818881802,6.202391369697959,2.8220733348852374
6.026915804947764,6.143000943189782,5.744003949540107,6.072337799543419,5.532160569538268,5.900018625860846,6.39580998217697,5.401796519230093,6.089987233416344,5.727109626466269,6.2023913696979625,6.643928058638908
2.8032568165758702,3.341095465721371,2.9815295175233945,3.2394405471586625,3.7792455753659553,3.0218335014776208,2.9207245438635945,2.3664564238086614,3.216594642579528,2.705838125280146,2.822073334885239,6.643928058638908
