clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
quelle sorte joueurs rugby français s estil donc appliqué fabriquer depuis coupe monde france traumatisante lettre guy môquet c est question pose aujourd hui quinze national maillot frappé d un coq enroué coaché plus titré entraîneurs club pays guy novès,"[2.5362558283277527497e-744, 1.18540133830691673485e-648, 9.9792235963058639834e-859, 1.0368968583737672862e-772, 2.7834471262084248338e-652, 1.0095625403792581508e-793, 3.299846653835698731e-754, 1.895530156412131697e-780, 2.966890266826940449e-665, 1.1064062677613342748e-808, 2.5404799471837778224e-645, 7.409182452740176522e-761, 2.926306520888323211e-724, 8.2031521526920776185e-788, 1.9002080999132182943e-741, 9.108720045613716277e-745, 5.538681605643207362e-728, 1.7303590551155983074e-759, 1.8491821040630847482e-853, 3.4076352445830031084e-756, 1.01856350796354286096e-644, 8.2279999409046621473e-753, 2.7569379744564876172e-811, 5.498023908297331424e-754, 3.0633511005721445064e-869, 1.5672046801967476196e-745, 3.3309241568328815647e-737, 1.2456513684217871388e-687, 1.9659447824764020257e-701, 8.413407421470159702e-846, 1.2127207174850078548e-655, 2.6433411101061912955e-811, 2.155477079304325026e-752, 1.111930952166798826e-624, 2.6740435271221347957e-676, 7.480036277724288132e-798, 8.05854218672206551e-638, 3.8239306659666037424e-721, 6.004167556117857672e-729, 1.10240279691792140093e-768]",0.0,40
quelque sorte supervisé plus entraîneur présidents fédération française rugby ffr l occurrence bernard laporte pilota sélection tricolore,"[1.8163040591201904422e-711, 8.151515853771578348e-710, 1.7640356854696236987e-602, 2.7687565769183705788e-610, 5.2255899065108952303e-678, 7.4737171858016219827e-637, 2.0928294749803193096e-599, 1.567158570042848497e-721, 1.3300576592326749673e-671, 2.486364565265006171e-714, 1.3877539825418496098e-696, 1.017029396975965803e-797, 3.1373765972040438578e-735, 1.6448556919932666994e-697, 1.4287148888482661547e-801, 4.178101234754049834e-742, 1.3480222800889133123e-746]",0.0,17
bleus n en finissent s étioler fil matchs l été l automne contre blacks boks japonais crochets aussi tranchants lame sabre leurs ancêtres samouraïs,"[6.9362221602153220263e-712, 2.5725809534573239627e-784, 7.085335172281352755e-729, 7.002185552027301208e-678, 1.5299484638692244323e-685, 3.201504945490267756e-692, 1.7401465857225965272e-795, 4.405092767574688086e-729, 6.276414923525797831e-750, 1.4535756132712950229e-556, 1.4674627685828856797e-675, 1.1711430900563080643e-764, 1.1519048240125635944e-780, 3.4831954804904514097e-655, 5.874815712867724125e-699, 7.907809688506031411e-708, 7.702419054430300675e-732, 3.4519701409742747273e-742, 4.4984754777719787754e-670, 1.2378824080418787162e-808, 9.383521022086735438e-712, 4.8846203407784740537e-756, 2.6732169883186067652e-747, 3.0699452572237889395e-821]",0.0,24
français n ont plus rien gagné depuis dernier tournoi six nations encaissent grosses défaites,"[7.366636806284908865e-754, 6.82008600047962795e-765, 4.9443895305555179867e-719, 5.7121221145084352585e-687, 1.6339603898709392282e-730, 6.6961062695879531477e-731, 9.6535511045015310185e-814, 3.0818602023963834976e-670, 2.6001364907402282508e-696, 2.595827986946983479e-762, 8.058943747181662725e-789, 6.7323048914103054886e-634, 7.6473011701287323354e-650, 4.0132767485597155814e-749]",0.0,14
[''],[],0.0,0
affichent surtout grandmère nommait « mine papier mâché » regardent plus bout leurs chaussures enfilent phrases d interview d aussi mécaniques rugby sans joie dont n arrivent défaire colle doigts comme sparadrap capitaine haddock,"[2.261126597100093216e-700, 4.757879118772802733e-736, 3.8330820018144962306e-684, 3.8886091233729511292e-739, 3.9872579929204843192e-774, 4.131196649985143165e-723, 1.7329321843195253361e-714, 1.9880992998214658058e-769, 3.997368518969588181e-766, 6.405311716732046265e-688, 8.1880679343532686505e-771, 3.4498101539386729543e-707, 7.4931132941605371573e-677, 9.9572187515622042e-714, 8.0369980356252617185e-784, 5.452973271490290717e-776, 1.849342898274735505e-708, 2.1628838302532817676e-791, 6.0721127816166562213e-769, 2.5933184219340559666e-612, 4.509363651053461646e-773, 5.751752832267446033e-730, 3.0189512200611267462e-731, 8.0139983667873146904e-591, 3.2320852497295412833e-720, 2.2675179363561918719e-707, 2.0057966252638575505e-761, 6.891948809299860578e-708, 4.9699470446641932745e-693, 2.1423430213829379503e-693, 2.8509695617676049067e-807, 5.232787365911212581e-644, 9.955190662222828333e-811, 2.767237900099910414e-731]",0.0,34
mal bleus dérivant impuissants fil d un courant insidieux contre lequel semblent plus avoir l énergie ni volonté vraiment lutter,"[4.571516926193120077e-721, 6.627602440747160288e-555, 5.0942053397086233138e-680, 1.8096338929156380793e-815, 7.581853112233449802e-698, 8.6848158902351668274e-718, 3.9868478094658469856e-802, 1.0640921111804472938e-713, 4.6530875034480422297e-776, 2.5999167526169448755e-666, 1.7489015849358508377e-695, 1.3353040037160899948e-693, 4.095364530345230569e-723, 2.0150905427925407901e-715, 1.7783823642078307145e-695, 6.044053183849818298e-665, 4.1570191499814994398e-678, 1.0688959455864403296e-668, 4.4157572341287796535e-659, 9.444032552433479229e-615]",0.0,20
« fighting spirit » affiché l équipe france victorieuse l excellente belgique finale coupe davis tennis weekend a bien quoi embrouiller encore peu plus,"[3.331247493594989498e-682, 1.6115928924976963822e-674, 8.5619491649713337576e-713, 1.2163127509114014089e-702, 1.5130405239918287982e-737, 1.9844976987619681097e-641, 3.6927580099503472648e-667, 1.7586604578480095965e-526, 3.4850881509930202437e-671, 3.585194137862117176e-776, 1.00446267953655081785e-692, 7.9424525747682136683e-712, 2.1738670666339047049e-709, 2.3207452830988855065e-572, 7.365963135461938005e-667, 2.5704275010834395625e-612, 6.1042368893993495455e-775, 2.2347710484686330926e-761, 2.5450897237106275774e-750, 3.2845741304826486412e-574, 3.9499516396084197675e-752, 1.4561284358878317767e-668, 5.4556686993173885056e-584, 4.08673539602332567e-674]",0.0,24
bande yannick noah retour vestiaire allé haka victoire « allegro con fuoco » sentait bon rage vaincre mâtinée d un zeste dérision,"[4.56587722898999335e-643, 1.1482707618653538035e-750, 9.033170278038164038e-657, 6.626168220603199393e-747, 3.1149987532307442295e-694, 4.573046982002184615e-631, 1.3061469696198892059e-576, 3.523915704914285276e-647, 2.2856369725910709033e-631, 4.508144949124741867e-686, 2.6674936764188277175e-685, 2.033240698434670538e-678, 7.726571769246466343e-649, 1.3108028677081414893e-636, 1.8160648994198535273e-732, 8.6776519080988860807e-526, 1.2620408170529941138e-596, 3.387237935839379894e-626, 6.8870150388250319466e-713, 1.3055379719526879416e-625, 5.6130784470262313733e-541, 1.0157153130685435398e-647]",0.0,22
comble,[4.2968822724713420253e-699],0.0,1
