clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
voilà tennis l un sports plus « friqués » plus individualistes plus bcbg train donner vie « valeurs » « virilité » solidarité viscérale convivialité franche déconnade rugby d en haut chez n arrive apparemment plus cultiver marcoussis propulser yannick noah manettes quinze france provoquerait électrochoc force,"[1.1298552830220625116e-621, 2.6904900450503768132e-633, 6.248322539490755685e-698, 1.3643795475568263783e-594, 1.5506436841709260937e-780, 4.3383838094250417955e-779, 6.8984951701193316894e-629, 3.76848811821150701e-756, 1.9225252302024482991e-731, 2.8555375613059564368e-739, 5.8128681217017100457e-881, 6.3350275492166688584e-644, 8.700186109856398491e-670, 1.08061043598276085245e-600, 3.0596559728716588148e-458, 7.684303134326620968e-749, 3.1182431604831339212e-499, 1.8139348790252973962e-654, 3.2298296096193873039e-658, 1.0940306818400366275e-610, 1.0055408888135863345e-642, 9.3996652554577031354e-453, 4.6998393842533080034e-490, 2.0573446755651405495e-707, 7.2371148132005510793e-640, 1.6524589668127364375e-717, 5.5055413884196162127e-578, 4.4546863220097378502e-113, 1.8061575852659188915e-624, 2.945523067590831719e-480, 8.014273627241782122e-598, 2.9211624757030589968e-549, 2.8852153522768789985e-85, 6.454767700720767506e-692, 1.1475646754889235879e-632, 3.7392948044175575467e-672, 3.9165022694143195638e-600, 1.8887403512468858708e-616, 2.1677000011873142141e-307, 3.9955180558478166648e-610, 3.1435529540180981134e-302, 1.0751061036483588969e-680, 1.4907434290638839564e-619, 1.1585164345301488702e-692, 7.993767620040192935e-588, 3.8044553077779788323e-585, 1.2506850689083295532e-593]",6.13875606867421e-87,47
non faire bifurquer illico bleus vers boulevard victoire,"[2.6529679225257835041e-444, 1.0, 1.7337003448045745545e-746, 2.083192536023746213e-744, 3.1255884972739270358e-706, 9.408907339467318097e-416, 5.275106514891377281e-445, 1.2651497405453399001e-340]",0.125,8
rêvons,[2.3935292342778318938e-505],0.0,1
exfiltrer rugby puceau où l on reconnaît plus dynamiteur irrésistible grand louis picamoles faisant tout exploser folles chevauchées,"[4.1062760798647771554e-553, 2.0480658258347413071e-727, 6.5309418452820496414e-665, 3.2972446686524996918e-585, 3.7848283615134248958e-575, 5.3219426353856305784e-635, 2.4376142648087780377e-582, 4.3313540823477987204e-453, 1.1513409465562800051e-732, 5.7667884920595597587e-590, 2.380353352236019958e-621, 4.016288502081274598e-531, 2.447414522812019745e-410, 3.348890600481168496e-578, 4.6990041026436175195e-449, 1.0054382137007113167e-524, 9.7334883405949500624e-692, 8.03187669866807921e-676]",0.0,18
« si comprenais n en là » soupirait guy novès après lourde défaite premier match contre blacks,"[8.799044925048285269e-674, 3.466703498357771438e-633, 2.039933643736081199e-557, 3.0070885184699701448e-733, 2.4823862597009223053e-443, 4.4244983339873922186e-547, 9.396578254195559279e-585, 2.4691223788217090545e-699, 4.8544841077318133306e-627, 4.359260641612980453e-700, 7.1127472061972364835e-204, 9.810088450098985097e-674, 1.5205781233829349906e-586, 7.4651312173557082096e-736, 1.5203016459515506422e-621, 1.5256591738344122641e-681, 2.87320518470987052e-732]",4.183968944821904e-205,17
parlait « » joueurs,"[2.5128309995591051869e-845, 1.2539737734611015446e-609, 1.8393294635518675328e-724, 4.138641656624556628e-547]",0.0,4
marc lièvremont coach tricolores coupe monde qualifiait sans agressivité « sales gosses » conférence presse,"[8.720359559987718948e-713, 2.2542410373484981915e-587, 7.7162778975083845883e-585, 1.1736750570017385416e-694, 8.3642359815478109695e-672, 1.3374805247718933102e-781, 1.364549005464574918e-522, 1.5139327255457147056e-732, 1.7711507980825471162e-558, 4.4418113843538836314e-709, 8.118162308821445494e-604, 1.8012762605333623403e-501, 1.4878645885911368455e-634, 1.14662822320628031095e-560, 8.431524405421868082e-700]",0.0,15
lièvremont concocté assez gros manuel destination internationaux récapitulant combinaisons l équipe france grands principes jeu,"[2.0839943386251027898e-791, 1.845331246310980934e-744, 1.2593224187392053341e-681, 1.0221858011018453883e-738, 1.9579379367954850609e-778, 1.0752200733007567426e-833, 4.1044685043243646195e-551, 3.1620439391812436503e-694, 6.039601931117147264e-677, 2.975957880872002685e-734, 1.7463879455109012894e-762, 7.4633139975484282253e-737, 6.0546171407260556555e-598, 1.3765012199248725309e-786, 1.7625075632048521524e-734]",0.0,15
sous magistère bleus d ailleurs remporté grand chelem pratiquant jeu simpliste dire minimaliste,"[7.792151715281481702e-768, 4.2253210180680544408e-738, 1.07921858984106493225e-800, 8.9543237357559354203e-787, 1.3761267810536290686e-742, 2.408423187590178808e-799, 3.0452514638494151283e-752, 5.2202471704316122372e-775, 1.3758609295452144399e-659, 1.1859267546241563181e-561, 6.2085529252907508033e-854, 2.976162885761376862e-715, 2.3715849266991970349e-779]",0.0,13
demande quelle langue jamie joseph l entraîneur néozélandais japon parle joueurs,"[2.1909131928477554297e-785, 2.6227512501789614404e-658, 7.554013999374196778e-735, 2.1779861060321062341e-802, 6.036659975776886536e-769, 1.3561294546711872241e-840, 1.3742476676681605053e-772, 7.583061545682744697e-456, 7.724884980154185797e-746, 4.8899218252761619497e-716, 1.8514694719659622501e-676]",0.0,11
manifestement courant passe bien reçoivent cinq cinq,"[3.9007899886337178224e-681, 1.1777991026692244412e-399, 1.0168256639237762361e-639, 1.4493268715354333659e-787, 3.1556825498218882145e-676, 1.4891252328101391986e-756, 1.4229016032478605435e-799]",0.0,7
rugby consiste faire pleuvoir giclette météorites traçant trajectoires déroutantes croisées décroisées recroisées,"[1.4534443837161790949e-809, 2.417059254082585738e-669, 1.994078958724719974e-617, 5.1368646166148851472e-838, 6.17922874421689265e-723, 1.3145097464499030058e-757, 9.209228791035300122e-741, 9.1420241664635638835e-704, 1.7414058061530237042e-760, 4.3675394994777747885e-697, 5.684957394745566897e-344, 3.3055404451315961865e-777]",0.0,12
tchictchac série crochets déborder défenseur,"[2.9871300278351182823e-830, 5.1994559724395835987e-767, 8.87840184391005674e-721, 3.3300268596772398998e-754, 1.1034098945376779635e-712]",0.0,5
ho hisse pousse trois front maul vient s écrouler presque ligne,"[3.2603034767386554466e-764, 3.9578517049874193003e-749, 2.6738459985955595077e-871, 1.5201150018740815547e-822, 7.6791769657090865835e-797, 3.8082598553635339e-743, 4.4328014482296444167e-739, 1.7350059563563593856e-686, 2.0191272527732758776e-772, 5.946856317846863272e-847, 1.0982713894124029082e-737]",0.0,11
paf marque l essai passant l axe barbe bleus,"[6.702984090550536485e-754, 2.5340666735893396438e-769, 1.2209147987495910466e-734, 2.1100468691388226941e-812, 2.3398253870347161434e-705, 1.0373418570337810613e-741, 1.135248735226494032e-791, 2.2760876964284862395e-801, 1.1545890439608669672e-779]",0.0,9
c est vif pertinent bien alterné basé situations clairement lues,"[6.5730046560710642686e-846, 4.034063692432935694e-864, 1.0815611146630922232e-766, 1.6197822375161744155e-786, 1.3831659685605647485e-787, 3.9355841195338756569e-781, 1.0848004003590529921e-812, 8.85508524505766604e-736, 1.2714678744545841852e-708, 5.8026385001733607715e-427]",0.0,10
rugby cherche dessus tout exploiter points forts nippons centre gravité bas science appuis sens l observation habileté ballon faire peser points faibles adverses,"[1.00584091245430142705e-777, 1.1134584380161297748e-749, 2.7057527892939788319e-779, 1.6521383278989777149e-766, 3.86775647047585176e-831, 2.064015117519331441e-856, 4.207840230544748276e-857, 3.6436035247729798692e-818, 7.817670028706125518e-823, 2.4633512201328452711e-749, 2.9117583007528253303e-805, 5.8370384955352179535e-802, 5.5230467154040470743e-772, 2.8460823907706853626e-664, 7.6672705972367302906e-765, 2.3673842073655062775e-857, 5.107419243715032421e-883, 6.792279783924307904e-760, 5.794689597059579391e-742, 5.045296220258922482e-725, 1.3025171933247695041e-760, 4.1148884083050344915e-883, 1.8384788326881721207e-826]",0.0,23
ah oui aussi ralentir sorties ballons adverses rucks,"[2.1270192871628479375e-799, 1.6135981939004511118e-842, 3.8172881331287729423e-775, 1.1257652807723637649e-775, 7.162191647315476515e-746, 1.8981009461280597996e-712, 1.59104380830967188495e-580, 9.861517135039333218e-767]",0.0,8
jouer comme ça demande bien tenir cadence placer replacer anticipant courses porteur balle,"[2.0040570881099850611e-677, 2.1928209505174182767e-756, 1.1528282596504851131e-568, 5.190316487226560458e-796, 5.9552918307549352548e-646, 2.7477218119784151126e-680, 9.209774580921968835e-747, 4.6774776919313093163e-764, 1.0771794604967643516e-627, 1.4411022119487012017e-725, 3.026392541729364584e-727, 1.6642206459189580327e-568, 4.5159806918820084556e-695]",0.0,13
évidemment conserver ballon aussi précieusement personne l empereur,"[6.47221751138626954e-615, 2.47935860838930298e-810, 1.2991989207342580426e-689, 1.2742533059027371795e-708, 2.9755242410942155213e-593, 2.6265058670327775287e-607, 5.816316738658759973e-716, 1.0203272762047587523e-625]",0.0,8
rien compliqué faut tout monde adhère très fort bien assimilé système,"[3.1461893820085251903e-692, 1.6977905654642914553e-746, 1.25083443783808638555e-728, 1.7389752816750392329e-621, 1.8293975227614904916e-647, 5.3675606076488745383e-593, 1.109787411250504025e-699, 1.2956978900182561092e-747, 1.7703396886242785747e-640, 3.246554727858725439e-733, 2.4360660854807901635e-625]",0.0,11
seule voie s impose donc désormais bleus noah stages formation japon tout monde,"[1.0903605559278783194e-588, 2.388836832281446187e-621, 4.7326299584710284397e-577, 4.1383611279888183306e-732, 4.5006309494954052508e-698, 2.275403342670951406e-710, 2.136896550049293173e-711, 2.4346488308845929038e-611, 1.1984781026400304243e-714, 1.9340794827635882866e-794, 2.8226686615790902362e-727, 6.3613288314048149586e-804, 4.5579827893604142736e-809]",0.0,13
md,[2.3586407339400925687e-791],0.0,1
