clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
après lancement souligne toutefois,"[3.523913264071808179e-43, 3.0709869148258662767e-39, 1.144759885618292749e-41, 1.711395101244060925e-39]",1.1985455015631294e-39,4
larose câblodistributeurs nont désarmé modifiant sans prévenir numéro chaîne repoussant très loin liste postes offerts lécran prétextant quelle nétait regardée,"[1.0331117414593503403e-38, 1.8050047291783131181e-44, 5.4225921235683154944e-22, 7.6845975725595564584e-45, 2.6243090030673050285e-27, 1.01214438172043370395e-42, 1.1844282334333498276e-41, 5.2370612656969427514e-38, 5.316631617353167774e-40, 2.6182406308587565392e-42, 2.7975742781178977202e-33, 8.726487076561244043e-41, 1.558244458154759824e-39, 1.9054202492143034152e-44, 6.435609053305824305e-29, 1.1260570062031653069e-39, 3.310195691527983713e-41, 1.4669936112879172712e-39, 3.3407111086985001312e-37, 9.7705093053838118446e-39]",2.7113095051236155e-23,20
fait auditoire très sousestimé avançant chiffre deux millions téléspectateurs réguliers quatre fois plus estimations officielles,"[2.2467980216296813582e-40, 2.724521528144559284e-39, 2.7975742781178977202e-33, 4.1644424543800861805e-43, 1.9432869714849368927e-43, 2.4363266319543390984e-32, 4.8447963519226412096e-44, 1.5697808164708489818e-40, 4.4959066345738542115e-39, 6.7438789358634423923e-41, 1.3112970353693805601e-44, 1.5468325121828092287e-42, 1.3042548341325373119e-39, 5.5451955743994853345e-37, 2.7019919178872328995e-37]",1.8107782861606235e-33,15
aptn a tout réussi faire place lunivers télé canadienne budget plutôt modeste millions dollars canadiens sans subvention gouvernementale,"[7.622886800523447582e-44, 5.1233949403687896132e-42, 2.4340047375486154086e-41, 2.8052787701478721573e-39, 1.5898177100088513811e-41, 4.130486266573954416e-42, 1.3377097943045479933e-40, 2.0960603048169626946e-40, 1.2958307992733198259e-42, 9.5020591285883807153e-36, 5.2788032122316949683e-37, 1.7009101212180692765e-37, 1.5697808164708489818e-40, 4.7468015061530665647e-38, 2.380541111972658278e-41, 1.01214438172043370395e-42, 2.7218604358778597145e-29, 1.3745400234968326402e-42]",1.5121452560922091e-30,18
compagnie sans but lucratif diffuse partir trois signaux régionaux terreneuve lontario ouest manitoba nord nord parallèle plus davoir depuis avril canal haute définition pancanadien,"[7.369538474063855906e-42, 1.01214438172043370395e-42, 2.3684509944803374438e-41, 1.5970444782230173893e-36, 3.7355179446156387853e-41, 1.4176223024901466204e-41, 1.1729312963716742361e-44, 1.8750476523683821461e-42, 2.2760310454037801507e-40, 1.8339500044839694148e-42, 1.04127838665236108644e-44, 1.6511825699674933581e-39, 8.950634843883080905e-40, 5.420567368407989509e-40, 5.420567368407989509e-40, 1.3313354034946018995e-42, 1.3042548341325373119e-39, 0.9122652185373310565, 9.359283345404082335e-43, 3.614204831467523426e-36, 4.9791851635496044366e-40, 9.527182778221165618e-42, 7.0111443377079495423e-38, 4.551970498857860467e-43]",0.038011050772388796,24
chacun a part production originale adaptée public exemple davantage démissions français lest canada davantage langues autochtones nord,"[5.433933767733481203e-41, 5.1233949403687896132e-42, 3.4212740925022722275e-41, 9.789265549650818629e-39, 1.1537824349293367833e-39, 3.9671978954624858406e-40, 9.815561703359747009e-41, 9.278394025218786835e-40, 6.2290257976556001485e-41, 2.534276495410403967e-44, 1.717959614807023323e-42, 6.3416287845602441557e-42, 4.8770641088840582312e-39, 6.2290257976556001485e-41, 2.545486176770991415e-22, 2.436916246258523457e-25, 5.420567368407989509e-40]",1.498778290010147e-23,17
réseau a régie centrale winnipeg aussi rédactions studios dix autres villes canadiennes employant personnes dont,"[1.08054976732130361544e-41, 5.1233949403687896132e-42, 9.774027752287995851e-38, 9.4483726710528094276e-43, 3.407341099634620277e-41, 2.0199123369613658037e-40, 1.26056296729627696874e-42, 5.45237325505571108e-45, 3.4375119948431267942e-43, 9.163792254343383887e-43, 2.3825264519037134514e-37, 4.6274726023550084503e-36, 4.8871134461144175596e-42, 2.3414559936485687374e-42, 2.3742403339054747468e-42]",3.3091537282655814e-37,15
léquipe direction précise,"[1.31057659600341613705e-33, 7.0271552155769393656e-43, 7.173292113189218915e-41]",4.3685888947968426e-34,3
larose,[1.0331117414593503403e-38],1.0331117414593503e-38,1
grâce efforts formation promotion interne aptn a figuré parmi meilleurs employeurs manitoba,"[5.2582224363313681447e-41, 1.8839066780435675486e-41, 7.5098210659969788053e-41, 1.5792895798289746316e-41, 3.4349216112730404486e-42, 7.622886800523447582e-44, 5.1233949403687896132e-42, 1.1486097368825114496e-42, 8.0302167464457252704e-42, 2.3359114393358108915e-41, 1.99677112594740779e-37, 8.950634843883080905e-40]",1.6731305080252285e-38,12
petit écran réseau a programmes vedettes bulletins dinformations émissions variétés dramatiques comme récent blackstone dessous pouvoir réserve indienne comédies comme by the rapids série larrivée dun adolescent ville communauté autochtone,"[2.1106924790156110037e-41, 1.9707129897257070878e-41, 1.08054976732130361544e-41, 5.1233949403687896132e-42, 4.337918017861198549e-40, 5.6109850806410496984e-42, 7.3643010935931283067e-41, 4.4391793197119572157e-43, 7.097912032340835475e-32, 6.325123374056678032e-18, 4.5270714616400446124e-40, 2.4806386021322539234e-42, 2.0327102090222179066e-35, 2.1530705348007562336e-40, 5.12441655434163966e-40, 5.4892218796771520274e-43, 1.4019936649914437152e-34, 1.2606979396290486014e-34, 1.14604185563541824544e-38, 2.4806386021322539234e-42, 2.951385044090340219e-41, 5.388007341012543398e-41, 2.2736347429483219956e-42, 1.23425780332862723684e-42, 8.0359392116348283124e-43, 4.9777893079796741445e-25, 3.4713171822849526864e-42, 8.616118092105082562e-42, 6.2823991081897083404e-43, 7.3343331511916424275e-33]",2.108374623945229e-19,30
wapos bay série fétiche enfants diffusée anglais français cri inuktitut débute quatrième saison nouvelles aventures trois enfants grand nord,"[6.265335678228564181e-45, 4.0396665957765121043e-41, 1.23425780332862723684e-42, 3.694237736277457521e-42, 2.6267357261823229734e-44, 2.4340603703033264626e-42, 2.6169351359109606471e-41, 1.717959614807023323e-42, 6.731777222469702126e-36, 1.5725193298686699135e-35, 1.5708746991065976278e-42, 1.0159238356697271657e-36, 7.173367823156026695e-39, 1.3828708428858984007e-41, 1.3025761587834304963e-38, 1.1729312963716742361e-44, 2.6267357261823229734e-44, 6.9633689616324909083e-43, 5.420567368407989509e-40]",1.2365119661029573e-36,19
dix ans réseau a relevé véritable défi élaborant programmation fort contenu autochtone a permis créer réelle industrie nationale production autochtone,"[3.4375119948431267942e-43, 2.5686658008205444614e-43, 1.08054976732130361544e-41, 5.1233949403687896132e-42, 1.3075600680444045856e-41, 5.4557062476214350833e-41, 5.1213870035006084832e-43, 7.674883096239786581e-40, 2.3427963936415046461e-39, 1.4732494022510117107e-39, 1.219456113376404447e-40, 7.3343331511916424275e-33, 5.1233949403687896132e-42, 1.3319012425456341782e-40, 1.0454082023946819014e-43, 3.627924609628987761e-38, 5.495654315062680242e-42, 2.3351896271042024754e-43, 9.789265549650818629e-39, 7.3343331511916424275e-33]",7.334358652598097e-34,20
début nétaient quune poignée producteurs indépendants,"[1.0438889479289529581e-42, 1.8517188229212525478e-40, 1.1513711234208745484e-31, 1.2151618883277364578e-40, 1.7252341735898761123e-35, 1.12955730756827264955e-42]",1.9192394165447477e-32,6
deux premières années très difficiles avoue jean larose alors quaujourdhui a plus quatrevingts alimentant réseau émissions toutes sortes comédies téléréalités dramatiques documentaires émissions sport variétés émissions enfants,"[4.8447963519226412096e-44, 2.8351606094095400263e-43, 3.804003169768494193e-41, 2.7975742781178977202e-33, 1.8582051412810604946e-37, 1.5189300930895743055e-37, 9.657568923581970606e-44, 1.0331117414593503403e-38, 4.1610786147519909782e-38, 1.0903344651763731135e-43, 5.1233949403687896132e-42, 1.3042548341325373119e-39, 1.3509564876428075131e-41, 1.2336865027303459424e-41, 1.08054976732130361544e-41, 7.097912032340835475e-32, 6.588134212997626543e-43, 5.6871343055204351756e-42, 1.14604185563541824544e-38, 2.0346249019708553733e-43, 4.5270714616400446124e-40, 1.4165432266578467461e-40, 7.097912032340835475e-32, 1.8560547920492977598e-41, 6.325123374056678032e-18, 7.097912032340835475e-32, 2.6267357261823229734e-44]",2.3426382866877384e-19,27
lorganisme public téléfilm canada aidé programme soutien scénaristes place histoires autochtones,"[1.6948466756082530379e-42, 9.815561703359747009e-41, 2.2410799794800919744e-40, 4.8770641088840582312e-39, 3.099462088664386906e-41, 3.7453275880861525755e-41, 1.1250919194015367688e-41, 3.9533387926031749105e-41, 4.130486266573954416e-42, 1.699397470366787351e-35, 2.436916246258523457e-25]",2.215378405844106e-26,11
aptn a aussi misé coproductions dautres chaînes canadiennes étrangères,"[7.622886800523447582e-44, 5.1233949403687896132e-42, 2.0199123369613658037e-40, 1.1852734448344208971e-41, 3.0577389019015536412e-32, 2.6927186106884601692e-20, 3.6258679588966673562e-41, 4.6274726023550084503e-36, 4.1739643309771779844e-34]",2.991909567435067e-21,9
chef file réseau world indigenous television broadcasters network diffuse ainsi démissions autochtones produites nouvellezélande australie etatsunis amérique centrale amérique sud,"[2.821852645366570304e-43, 2.0128810112770094157e-39, 1.08054976732130361544e-41, 1.9119376325124548015e-41, 6.9163562249740281487e-40, 1.4162576715584749696e-37, 4.144155849940694294e-43, 7.903051754544087144e-40, 3.7355179446156387853e-41, 4.1999235420833943064e-42, 2.534276495410403967e-44, 2.436916246258523457e-25, 8.966863079365847574e-42, 2.7653385591463708741e-44, 3.3193189057966861936e-41, 3.4550843404638280915e-40, 1.4123693708599862743e-31, 9.4483726710528094276e-43, 1.4123693708599862743e-31, 2.3841832758290477766e-39]",1.2184595354993724e-26,20
juste retour choses aptn a servi passé modèle télévision maoris nouvellezélande autochtones australiens,"[1.7699683003815733514e-40, 3.2615031032935264164e-41, 1.3279100004519153197e-38, 7.622886800523447582e-44, 5.1233949403687896132e-42, 2.5320001594344122185e-41, 9.513958454115979454e-42, 2.9758624466890900423e-40, 1.7866261467203776198e-43, 2.8444805545444784283e-34, 2.7653385591463708741e-44, 2.436916246258523457e-25, 1.69745506986193787e-41]",1.874550960848571e-26,13
représenter programmation travers démissions dinformation variétés fiction lensemble communautés autochtones canada diversité cultures langues autre élément fort mission,"[1.8635519866072506307e-41, 2.3427963936415046461e-39, 4.1237244991051949655e-41, 2.534276495410403967e-44, 1.6023818547769870248e-35, 6.325123374056678032e-18, 4.6649934538128415965e-40, 2.4736527881581906829e-30, 9.7246595718502134426e-30, 2.436916246258523457e-25, 4.8770641088840582312e-39, 5.1703786770089299584e-25, 0.043867390730998587913, 2.545486176770991415e-22, 2.7636718483102240541e-42, 1.9793521379718357417e-36, 1.4732494022510117107e-39, 1.0899774138430361308e-41]",0.0024370772628332553,18
ambition affichée slogan aptn cest plus télé aider mieux connaître faire connaître,"[1.5914576348550532194e-39, 7.1775795000662401573e-40, 2.5482182381887394033e-42, 7.622886800523447582e-44, 2.5711644688560104335e-13, 1.3042548341325373119e-39, 2.0960603048169626946e-40, 2.0701581863356033236e-41, 2.4603510285004364858e-39, 3.2336152099897784567e-42, 1.5898177100088513811e-41, 3.2336152099897784567e-42]",2.1426370573800087e-14,12
chaque émission explique,"[2.8934390294494928578e-41, 7.507058032472298074e-37, 1.3060939364922973326e-38]",2.5459855900081574e-37,3
larose réalisée deux versions moins langue autochtone lautre anglais français être diffusée différentes heures comprises plus grand nombre aptn multiplie aussi émissions jeunes langue dorigine,"[1.0331117414593503403e-38, 2.6111578125765898233e-40, 4.8447963519226412096e-44, 2.3917279174963243758e-41, 8.539693382578960742e-37, 5.356001803521153346e-34, 7.3343331511916424275e-33, 2.0719079960474985557e-13, 2.6169351359109606471e-41, 1.717959614807023323e-42, 1.9791111598834519406e-41, 2.4340603703033264626e-42, 2.2238815214642437993e-40, 1.04995594904297715084e-39, 6.1508822508822320194e-31, 1.3042548341325373119e-39, 6.9633689616324909083e-43, 1.9183467860587097573e-37, 7.622886800523447582e-44, 3.012400025122516561e-40, 2.0199123369613658037e-40, 7.097912032340835475e-32, 4.7163087163393701786e-42, 5.356001803521153346e-34, 3.3649001988619621396e-20]",8.287633330150073e-15,25
prépare demander lors prochain renouvellement licence droit deux chaînes supplémentaires lune jeunes lautre strictement langue autochtone blocs dune journée complète diffusion exemple cri inuktitut,"[1.9571751410702694212e-43, 1.7711003917845169659e-41, 6.8518044378831033273e-41, 1.5248558199123721175e-43, 4.2215641191487390679e-41, 2.275762920265624754e-41, 5.529062943836347851e-39, 4.8447963519226412096e-44, 3.6258679588966673562e-41, 2.045579019991443477e-36, 3.1806759927831615677e-38, 4.7163087163393701786e-42, 2.0719079960474985557e-13, 1.6980040469132194387e-39, 5.356001803521153346e-34, 7.3343331511916424275e-33, 1.5793568289893032232e-44, 1.5409802869369870932e-32, 2.3822615321121787663e-40, 3.7089655058430748095e-41, 1.1326965449180375638e-38, 9.278394025218786835e-40, 6.731777222469702126e-36, 1.5725193298686699135e-35]",8.632949983531244e-15,24
histoire faire part contrer lextinction accélérée langues autochtones canada,"[6.638964308379280119e-39, 1.5898177100088513811e-41, 3.4212740925022722275e-41, 1.5574711072558709916e-40, 5.257906019653843561e-44, 1.7284162829670704967e-42, 2.545486176770991415e-22, 2.436916246258523457e-25, 4.8770641088840582312e-39]",2.831025658908056e-23,9
anne,[3.1460985084900577324e-41],3.146098508490058e-41,1
