document
mise jour 25 janvier 11h23  « mouvement social terminé » annonce sncf  toutefois compte tenu l’organisation nécessaire trafic normal reprendra qu’au fil journée 6 trains 10 prévisions trafic ici  habitués rer traverse l’iledefrance nord sud subissent lundi 25 janvier nouvelle journée grève  l’origine mouvement remonte mercredi 20 janvier  soirlà vers 19h50 conducteur quadragénaire a agressé quai gare corbeilessonnes  majorité conducteurs rer ligne r transilien a décidé mettre grève lendemain invoquant « droit retrait »  qu’estce « droit retrait »  droit travail cette procédure permet salarié « retirer » emploi si situation comporte « danger grave imminent vie santé »  lorsque cette situation avérée contrairement grève classique heures non travaillées décomptées salaire  grève cause d’agression estelle fréquente  c’est grand classique  réseau francilien sncf situation produit plusieurs fois an  motifs conséquences variables  tel mouvement parfois très localisé  arrivé agents gare saintlazare mettent grève protester contre déplacement bureau 200 mètres… peuton parler « danger grave imminent »  non considère direction sncf  cheminots cédé l’émotion suite l’agression d’un leurs collègues  caslà direction réfute l’expression « droit retrait » préfère parler d’un simple « dépôt sac » refuse payer jours non travaillés  syndicats ici sudrail là cgt considèrent revanche danger bien « grave imminent »  pourquoi grève duretelle aussi longtemps  jeudi 21 janvier lendemain l’agression « tout normal sauf organisations syndicales négocié direction n’a voulu améliorer sécurité » précise fred lecteur  syndicats appellent « droit retrait » s’est fait exercé partir vendredi 22 janvier  grève s’est poursuivie pendant weekend lundi  débat porte désormais paiement jours non travaillés  direction sncf directeur ligne julien dehornoy particulier s’oppose paiement jours grève  quand s’arrêtera grève  mouvement terminé 25 janvier fin matinée  trafic normal reprend cours journée temps réorganiser l’ensemble ligne  cidessous réaction voyageur parmi d’autres  apres étonnez gens fraudent si assure train rerd — valentin piro pirovalentin january 24 2016 disent politiques  présidente région valérie pécresse a brièvement réagi cours séance inaugurale mandat  viceprésident charge transports stéphane beaudet a apporté soutien conducteur agressé estime usagers peuvent subir prolongation grève  soutien conducteur rerd usagers peuvent subir négo journée grève payée non servicepublic — stéphane beaudet beaudetstephane january 22 2016 grévistes sontils majoritaires  oui non  sudrail majoritaire  syndicat laisse affiliés décider euxmêmes poursuivre non mouvement  cgt faveur reprise travail annonce qu’elle va attaquer sncf justice obtenir requalification mouvement « droit retrait » donnerait lieu paiement jours grève  direction sncf souligne outre syndicats parfois débordés base  agressions sontelles fréquentes  oui  attaques verbales gestuelles « quotidiennes » témoignent conducteurs  cela va geste consistant pointer montre doigt signifier retard insultes crachats passant doigts d’honneur  agressions physiques plus rares dénombre « moins cinq an l’encontre conducteurs » affirme bérenger cernon secrétaire général cheminots cgt gare lyon  « depuis quelques temps a plus plus » témoigne conducteur  quelles particularités ligne  s’agit ligne plus longue d’iledefrance 197 kilomètres entre creil oise orrylaville oise corbeilessonnes essonne malesherbes loiret melun seineetmarne  550000 voyageurs l’empruntent tous jours auxquels faut ajouter 60000 usagers ligne r fait ligne sncf plus fréquentée france  car rer a b comptent davantage voyageurs exploitées conjointement sncf ratp  c’est s’est constituée l’association voyageurs plus virulente sadur  ligne fonctionnetelle correctement  peut dire ça  composée divers tronçons ferroviaires reliés uns autres s’apparente fois métro souterrain paris train banlieue iledefrance train rapide endehors limites région  comme rappelle mathieu lecteur assidu partage rer b tronçon commun entre parisnord châtelet halles où bouchons rares  dysfonctionnements retards fréquents tandis caténaires réseau électrique passages niveau subissent régulièrement avaries  2015 travaux effectués ligne 52 weekends 52  l’agression mercredi estelle liée problèmes fonctionnement  directement  deux auteurs l’agression n’expliquent geste ni revendication ni colère  délégué cgt dénonce régulièrement manque personnel « s’il agents gare cela produit »  agresseurs ontils punis  oui jugés comparution immédiate vendredi 23 janvier  condamnés 4 mois prison sursis  peuton espérer amélioration  rien n’est moins sûr  rer subit triste cercle vicieux  problèmes ligne suscitent agressions provoquent mouvements grève entraînent mécontentement voyageurs peuvent traduire nouveaux problèmes ligne nouvelles agressions  voilà  bon courage  olivier razemon twitter facebook a lire aussi  c’était janvier 2015 « droit retrait » ligne a presque titre  questions posez grève surprise rer a janvier 2014 décidément « semaine noire rer »  parfois bonnes nouvelles réseau francilien  trains banlieue retard voyageurs râlaient désormais s’organisent décembre 2015 ratp découvre points cardinaux juillet 2015 fait rer c’est cool 😉 mai 2012 
