document
clermont vainqueur 2216 étincelant… quartd’heure  rythme vitesse collectif qualité conquêtes beauté mouvements précision angles course presque tout  puis auvergnats réduits 14 carton jaune infligé n° 8 lee durent s’employer contenir grand toulon tenant ballon pesant tout force puissance tempo  deux écoles télescopées sans retenue orage d’anthologie allant puiser plus profond leurs vertus respectives  collisions terribles  ko rendezvous  rugby jupitérien déchaînant systématiquement feu estil soutenable durable vivable souhaitable  doute plane  bouclier brennus trophée brandi hier soir deuxième fois histoire exemplaire maison ovale d’auvergne goût délivrance l’entraîneur franck azéma apparu télé visage transfiguré apaisé comme jamais  bouclier rime guerrier  bataille gergovie près clermontferrand termina rarissime victoire gaulois vercingétorix légions romaines césar  n’a peutêtre initié autant chocs brutaux frontaux guerre d’un dimanche soir stade france  finale clermonttoulon vécue direct pourtant bien match rugby  c’est officiel  temps bien lointain d’ailleurs où raids physicophysiques sébastien chabal faisaient frissonner feuler plaisir tribunes entières  charges chabalerie comptaient doigts main pimentaient quelque sorte spectacle  aujourd’hui elles déclencheraient mieux intérêt poli  elles fait carrément ringardisées nouveau standard violence carambolages répétition très haute intensité caractérise cette fin saison pelouses top 14 contamine gazon coupes d’europe saracensclermont naguère propice l’expression d’un rugby plus respirable plus délié  oui ça « tape » dur comme dit maintenant télé  sans répit  pendant quatrevingt minutes  dernière journée top 14 lors matches barrages demifinales finale  plus matches isolés  déchaînement physique a tendance répandre comme norme  arbitre aussi vigilant romain poite trouve rien redire charges avantbras avant presqu’à hauteur cou l’adversaire déblayages limites placages assez sauvages deux voire trois  coup club comme clermont doit mettre pelouse bonne cinquantaine joueurs saison tenir rang  deuxième ligne lou thibault privat ancien clermont spécialement chochotte n’a l’air fâché prendre retraite 35 ans  « aujourd’hui fait quatre matches rapport rugby d’avant » reconnaît rugbyrama vrai dur mal combat  fanfare top 14 marche drôle cette saison diraiton  md 
