document
lenvironnement unique fragile larctique soumis multiples pollutions beaucoup proviennent lextérieur  réchauffement climatique substances toxiques transportées courants atmosphériques océaniques vers pôle  zone connaît aussi pollution endogène moins étudiée dont lassociation protection lenvironnement robin bois dresse première fois étude publiée décembre tableau général  compilant données fournies six pays riverains locéan arctique russie na transmis données lassociation dénombre 2 750 sites pollués zone  cest nombre anormalement élevé rapport densité population place très faible commente jacky bonnemains président robin bois  bases militaires scientifiques prospection exploitation distribution gaz pétrole stockage carburants complexes miniers sidérurgiques décharges déchets ménagers responsables pollutions  léloignement sites stockage délimination déchets coûts transport faible densité population incité producteurs déchets abandonner place  substances toxiques plus présentes hydrocarbures métaux lourds plomb mercure cadmium polluants organiques persistants pesticides pcb potentiellement dangereux lenvironnement santé populations locales pollutions radioactives font partie cet inventaire  inuits groenland canada présentent taux mercure pcb sang parmi plus élevés monde  cette contamination général attribuée régime alimentaire populations autochtones nourrissent mammifères marins graisse desquels polluants organiques persistants saccumulent  contamination dorigine locale pourrait également être importante selon jacky bonnemains  sites pollués situent bordure locéan lacs fleuves  abcès environnementaux voies transfert polluants vers eaux douces marines prévient lassociation  menace accrue réchauffement climatique  a longtemps considéré gel comme mode confinement substances toxiques contenues déchets explique  bonnemains  pourraient être remobilisés fonte permafrost lutte concertée parmi pays interrogés seule russie na fourni informations demandées bien zone arctique notoirement polluée  autres pays disposent dinventaires nationaux  lobjectif lassociation décloisonnant données dinciter pays conduire action lutte concertée contre pollution  lheure dernières menées rythmes inégaux etats  mesures consistent plus souvent regrouper déchets stocker place fosses étanches  transferts vers centres traitement très coûteux rares  pays plus avancés mise sécurité déchets etatsunis canada suivis pays scandinaves  groenland vient daccéder lautonomie arrive dernier  sans compter russie  robin bois etats concernés doivent résorber pollutions existantes aussi prévenir labandon déchets futur  si tous projets dactivité industrielle arctique gèrent déchets manière activités pionnières court catastrophe affirme jacky bonnemains  hydrocarbures pêche transports maritimes tourisme  larctique aujourdhui lobjet toutes convoitises etats riverains saffrontent faire valoir souveraineté zone  écologistes rêvent dun statut protecteur comparable celui lantarctique signé 1959 interdit tant activités militaires lexploitation ressources minérales  etats concernés hostiles car projets dexploitation légion  canada exemple consortium international espère exploiter champs gaz quil faudra relier réseaux existant 1 200 km pipelines  mercredi 30 décembre commission a jugé projet acceptable  seulement condition compagnies respectent 176 recommandations minimiser limpact  gaëlle dupont 
