document_sentence
20 euros.
"C’est le montant du dédommagement octroyé par la SNCF et le Syndicat des transports d’Ile-de-France (STIF) aux voyageurs qui, en juin, ont subi à la fois des inondations, des intempéries et des grèves."
"« C’était une galère invraisemblable », rappelle Valérie Pécresse, présidente (LR) de la région."
"« Nous avons vécu des événements exceptionnels comme nous n’en avions pas connu depuis 50 ans », admet Alain Krakovitch, directeur de la branche Transilien de la SNCF."
"Suite à de nombreux préavis de grèves, le réseau a été perturbé régulièrement entre mars et juin."
"« Sur certaines lignes, les usagers subissent aujourd’hui leur 22e jour de grève », assurait l’association francilienne d’usagers des transports, le 8 juin."
"Fin mai, des pluies incessantes avaient provoqué des éboulements, des chutes d’arbres et des inondations dans l’ouest de la région."
"Début juin, la crue de la Seine coupait plusieurs lignes, notamment le RER C."
"B, D, E, H, P, R, T4 – C, N."
"Les titulaires du passe Navigo mensuel ou annuel ayant subi de gros dysfonctionnements seront dédommagés, annoncent la présidente de la région et le directeur du réseau."
"Les possesseurs des forfaits Imagine R et Solidarité mois bénéficieront d’un forfait de respectivement 10,60 euros et 5 euros."
"Sont concernés les abonnés empruntant les lignes B, D, E, H, P et R, ainsi que la ligne de tramway 4, particulièrement touchées par les grèves."
"Les habitués du RER C et de la ligne N pourront également percevoir les 20€, en raison des intempéries et de la crue."
"En revanche, « rien côté RATP », comme le souligne un lecteur."
"Pour déterminer les lignes concernées, la SNCF s’est livrée à un calcul précis."
"« Nous avons regardé quelles lignes avaient été affectées, jour par jour."
"Lorsque moins d’un tiers des trains ont circulé une journée au moins, le dédommagement est avéré », explique M."
Krakovitch.
"Sur le RER B, cette situation a été constatée six jours au mois de juin."
Code postal du domicile.
"Restait ensuite à isoler, parmi les abonnés, ceux qui empruntent effectivement ces lignes."
La SNCF et le STIF se sont basés sur l’adresse postale des voyageurs.
"Ceux qui vivent dans une commune traversée par l’une des lignes concernées, ainsi que les habitants des communes voisines, y auront droit."
"Ce sera le cas, par exemple, des titulaires du Navigo vivant à Drancy (Seine-Saint-Denis, ligne B), mais aussi de ceux qui habitent aux Granges-le-Roi (Essonne) et dont on peut supposer qu’ils prennent le RER C à Dourdan."
Pas pour les Parisiens.
"Cette logique présume que tous les habitants de la petite et de la grande couronne empruntent le réseau pour se rendre à Paris, ou dans sa proche banlieue."
"A l’inverse, les habitants de Paris ou des communes limitrophes desservies par le métro sont censés ne pas utiliser le réseau Transilien."
"Ils ne sont donc pas éligibles au dédommagement, sauf s’ils prouvent qu’ils travaillent le long de l’une des lignes concernées."
"1,4 million d’usagers."
"Au total, selon les calculs du STIF, 1,4 million de personnes peuvent bénéficier de la ristourne, soit un peu moins de la moitié des utilisateurs quotidiens du réseau Transilien."
"Les usagers du RER A, en particulier, ne figurent pas dans le lot."
"Les habitués des lignes J et L non plus, eux qui ont pourtant subi de nombreux dysfonctionnements."
"Le coût de l’opération, évalué à 16 millions d’euros, sera réparti entre la SNCF (12 millions) et le STIF (4 millions)."
« Foutage de gueule ».
"Les associations d’usagers, qui réclamaient le remboursement de la moitié du passe Navigo, ne se réjouissent pas toutes."
"« C’est du foutage de gueule », écrit même l’association Plus de trains, qui fédère les habitués des lignes J, L et U, dans l’ouest parisien."
"Le « petit montant » de 20 euros « est une insulte face aux frais bien supérieurs de parking ou garde d’enfant », engagés par les voyageurs."
"En outre, les lignes J et L ne sont pas concernées par le remboursement."
"« Au guichet, avec tout le monde »."
"Ce n’est pas la première fois que les usagers de la SNCF perçoivent un dédommagement (ici en janvier 2014, là en juillet 2014)."
"En revanche, c’est une première, la SNCF met en place un site spécifique : www.mondedommagement.transilien.com Pour faire valoir leur remboursement, les voyageurs devront se connecter entre le 27 juillet et le 30 septembre."
"Auparavant, les demandes se traitaient par courrier, ou il fallait, comme le rappelle Valérie Pécresse, « faire la queue au guichet, avec tout le monde », ce qui décourageait un certain nombre d’usagers."
"Toutefois, ce n’est pas nécessairement un progrès, relève Mathieu dans un commentaire: « auparavant, les abonnés annuels étaient remboursés automatiquement, les abonnés mensuels se voyaient automatiquement appliquer le nouveau tarif lors de l’achat de leur forfait."
"Avec cette nouvelle formule, les deux devront maintenant remplir un formulaire pour arriver au même résultat »."
"Olivier Razemon, sur Twitter, Facebook et Instagram."
"Les trains en Ile-de-France, ce que vous ne savez peut-être pas : Meubler son salon comme un train de banlieue (décembre 2012) Trains en retard : les voyageurs râlaient; désormais ils s’organisent (décembre 2015) RER : la malédiction des feuilles mortes (novembre 2012)."
