document
semaine après lattaque terroriste manquée bord dun vol destination etatsunis jeune nigérian séjourné yémen gordon brown a appelé vendredi réunion internationale yémen lutte contre terrorisme 28 janvier londres  cette réunion doit tenir parallèle conférence internationale lafghanistan déjà prévue londres date  selon downing street projet a déjà reçu fort soutien maison blanche lunion européenne grandebretagne sattachera prochains jours obtenir lappui larabie saoudite pays golfe  tentative jeune nigérian omar farouk abdulmutallab faire exploser jour noël avion ligne américain provenance damsterdam sapprêtait atterrir detroit souligne menace terroriste toujours très présente huit ans après événements 11 septembre 2001 rappelé plus tôt vendredi article premier ministre britannique  jeune homme 23 ans a affirmé avoir entraîné yémen alqaida selon responsables américains cités médias  ministère yéménite affaires étrangères a confirmé nigérian trouvait encore début décembre yémen peu avant lattentat quil a tenté perpétrer  réunion devrait chercher encourager coordonner laide internationale yémen renforcer capacité gouvernement contrôle lensemble territoire contribuer développement économique zones plus propices radicalisation militants selon downing street  vise également identifier besoins pays afin celuici puisse lutter contre terrorisme déboucher engagements etats participants renforcer larmée yéménite coordonner efforts contre terrorisme région 
