document
all blacks 38 – quinze france 18  force noire fougère d’argent nouvellezélande n’a rien fait d’extraordinaire concasser bleus samedi stade france  hommes capitaine n°8 kieran read mis œuvre jeu tout bête d’abcès fixation l’axe avant déborder ailes troisième ligne comme sam cane venant l’intérieur franchir dernier mètre si besoin  ça s’appelle rugby l’ancienne  tout produit très haute intensité alternant puissance vitesse techniquement exécuté perfection malgré pluie  beauden barrett l’ouvreur a pesé d’un poids décisif justesse tranquille jeu  passe directe l’ailier décalé passe pied toujours l’ailier décalé  précis sans bavure  bleus n’y vu feu pendant toute première mitemps  peu rouvert yeux seconde période  quel rugby d’enfants chœur part cap’tain guirado équipage  c’était bien peine mettre autant d’énergie première mêlée match faire spectaculairement reculer blacks épreuve force censée entamer moral  naïve croyance  comme si pack nouvellezélande dont vieux guerriers vu tellement d’autres allait être déstabilisé durablement incident jeu cette nature  coup mêlée bleue a essuyé pluie pénalités perdu momentanément pilier droit slimani carton jaune s’est effilochée fil jeu  français aussi diaphanes rucks qu’en défense première mitemps  quant pénalités non tentées mystère  face blacks mieux vaut pourtant prendre peu points s’offrent  toutes erreurs collectives gestion match situations posent questions individuelles  où ceux qu’on appelle « cadres »  très respecté guirado auteur d’une magistrale boulette défense premier essais blacks… surpuissant picamoles emportait tout passage autrefois dont attendrait qu’il roc phare toute l’équipe quand ça va si mal… bastareaud tonitruant troisquart centre toulonnais soigneusement ligoté blacks… paradoxe soirée petits nouveaux vraiment donné  antoine dupont demidemêlée a semé belles paniques chez blacks  chevauchée poney sauvage poussée jusque 22 adverses vrai trait lumière s’éteignit faute d’un relais efficace  espérer battre maîtres tuer match néozélandais rugby français –et seulement quinze tricolore– doit comme chante bernard lavilliers « travailler encore travailler encore »  bleus fort mauvais gestionnaires  gaspillent rares occasions marquer manquent lucidité conclure font rouler farine etc  air connu  reconstruction nouvelle génération marche  cette série grosses défaites montre combien très épais top 14 tire joueurs vers l’excellence internationale fabrique tellement blessés mauvais moment… « revanche » demain mardi 14 novembre drôle calendrier  md 
