document
passe navigo unique 70 euros mois n’aura duré 11 mois  1er août coût passe 73 euros comme l’a annoncé présidente lr région iledefrance valérie pécresse lundi 27 juin  cette augmentation 43  contre environ 3  moyenne chaque année détail ici peu moins avant élections peu plus après élections  quoi vont servir 3 euros d’augmentation  lire aussi  remboursement 20€ usagers touchés grèves inondations juillet 2016  a beaucoup choses répond mme pécresse  tout d’abord renouvellement rames rer trains va être accéléré  ensuite budget ainsi dégagé doit financer « plan bus » promis durant campagne électorale candidate lr  enfin région profitera renforcer « vidéoprotection »  d’autres termes 3 euros supplémentaires serviront financer trains bus caméras  1 trains  rénovation l’achat nouvelles rames font partie priorités élus région droite comme gauche depuis années  « moyenne d’âge trains circulant 5 lignes rer 8 lignes transilien plus vingt ans » rappelle présidente région  d’ici fin mandat 2021 promet « 708 rames neuves rénovées »  toutes lignes concernées  c’est ligne parismontparnassemanteslajolierambouillet bénéficiera plus grand nombre trains neufs 80 suivie ligne r parislyonmontereaumontargis 42 rer b 37 a 34  lignes rer disposeront respectivement 133 135 rames rénovées  information usagers  associations d’usagers informées premier programme  lors d’une réunion d’une heure demie 29 juin mme pécresse stéphane beaudet viceprésident lr chargé transports exposé programme rénovation vingtaine représentants associations  « c’est première fois qu’une telle rencontre lieu » constate alain fabre membre bureau l’association usagers transports aut d’iledefrance  réunion s’est terminée salve d’applaudissements raconte bernard baur secrétaire l’association sadur regroupe usagers rer  « voulu saluer fait d’être directement destinataires informations alors apprenons habituellement presse » indiquetil  écrans 4g prises  trains neufs contribuent meilleure régularité assure l’exécutif régional  tombent moins souvent panne heureusement bénéficient comme franciliens tout neufs bombardier ceux ressemblent soucoupes volantes nuit d’équipements secours  « raison nombre portes emplacement largeur trains s’arrêtent moins longtemps gares » complète  beaudet  mme pécresse promet trains « connectés sécurisés offrant tout confort moderne »  trouvera écrans d’information prises électriques inévitables caméras sécurité  revanche équipés toilettes « car sncf manque personnel l’entretien » regrette  fabre l’aut  coût  coût 95 milliards d’euros répartis durée d’amortissement trains c’estàdire vingtaine d’années  2 bus  plan « 1 000 bus » vise habitants grande couronne « souvent contraints d’utiliser voiture faute transports commun »  plusieurs lignes restructurées dès fin cette année cergy val d’oise versailles yvelines corbeilessonnes essonne  réseau paris communes limitrophes doit également être refondu  « n’a modifié depuis 1947 alors zones vie d’emploi fortement évolué » assure  beaudet  couloirs réservés  réseau bus efficace doit être fiable  si trajet théorique entre deux points 14 minutes trajet réel oscille entre 12 35 minutes bus considéré comme alternative crédible n’attirera qu’un public captif  respect horaires doit beaucoup couloirs bus séparés reste circulation non seulement long axes aussi carrefours  or c’est loin d’être cas partout iledefrance  certaines municipalités refusent donner priorité bus lorsqu’ils traversent territoire commune  a clamart hautsdeseine maire lr a réduit récemment largeur d’un couloir réservé   beaudet admet certaines lignes doivent disposer couloirs  partout  « zone périurbaine n’est nécessaire » ditil  coût  coût s’élèvera 30 millions d’euros 2017  3 caméras  mme pécresse préfère mot « vidéoprotection »  elles s’imposeront bus gares routières d’ici fin 2017  nouvelles rames toutes équipées  l’implantation caméras n’est contestée associations d’usagers  « ça rassure éventuellement ça peut aider rechercher quelqu’un » indique  fabre l’aut  coût  coût quelques dizaines millions d’euros  serace suffisant  tout cela fait beaucoup  environ 4 millions franciliens titulaires passe certains l’achètent semaine l’année d’autres s’en dispensent mois d’été  l’augmentation 3 euros conjuguée celle divers tickets rapportera 100 millions d’euros an selon région  somme bien inférieure besoins annuels nécessités trois volets  mme pécresse n’exclut d’augmenter nouveau prix passe années suivantes  « 94  détenteurs paient tarif plein parce moitié contribution remboursée l’employeur car bénéficient d’un tarif particulier imagine r améthyste » souligne présidente région  outre rappelletelle forfait mensuel grandes villes d’europe coûte entre 565 euros turin 415 euros londres passant 150 euros barcelone 794 euros lyon  laisse paris région quelques marges progression… olivier razemon twitter facebook instagram  déplacements iledefrance n’est affaire simple  transport banlieuebanlieue  parcours combattant mars 2016 effets inattendus « dézonage » passe navigo août 2015 rer a  trois heures rentrer chez récit juin 2015 détails expliquent retards rer b février 2013 rer a  solution laquelle ratp n’a pensé octobre 2015 petit budget région iledefrance vélo mars 2016 bus métro tramway  medef veut plus payer décembre 2012 
