clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
prix seulement weekend rallie paris toulouse bordeaux nantes strasbourg,"[5.2457194185787125357e-281, 3.776409023577937121e-340, 2.4195227906897892364e-323, 8.184573255629936317e-334, 9.745216298915866638e-244, 5.4003909457261917293e-409, 2.7478220274320527632e-347, 4.698073705380827075e-331, 1.14082531649085115e-353]",1.0828018109906518e-244,9
train emprunte anciennes lignes,"[1.5613044920233997942e-287, 4.733550624863055903e-280, 8.7070156586949916474e-302, 2.8888892329832625978e-342]",1.1833876952483764e-280,4
c est long plus confortable car,"[8.220606654603743157e-389, 1.1310058979033746518e-339, 1.3347032295127803507e-255, 8.597056156970510631e-293, 7.931798577597423914e-343, 4.0369152144253507103e-330]",2.2245053825213007e-256,6
portiques sécurité,"[1.0019659616794057626e-453, 1.181789775840081304e-351]",0.0,2
suite l attentat manqué contre thalys août classe politique s agite,"[1.08229771728354865905e-339, 2.4032673192202135324e-184, 8.084682459598133432e-328, 8.776586075351908092e-310, 6.298653026819955062e-293, 7.623310197710242418e-332, 5.073040950937162536e-305, 1.8445078020169625974e-396, 2.6425455512802189449e-294, 3.9766686182007064767e-315, 4.672877932580972287e-286]",2.184788472018376e-185,11
premiers portiques sécurisant l accès thalys installés parisnord décembre imposant voyageurs présenter demiheure avance gare,"[1.5289067544814031363e-298, 4.484139656899685137e-308, 2.8287811375625521109e-214, 2.5172722859287881955e-321, 2.6573483364895212899e-255, 1.5764878094732892972e-287, 4.529930112308863802e-248, 1.3099407693491046652e-260, 3.247016339916907032e-135, 2.3809261682822017132e-406, 8.7072554733470529414e-304, 1.4838142982486749442e-394, 8.886407895477398628e-311, 1.60115896422516550685e-257, 1.3528450113583291505e-372]",2.1646775599446046e-136,15
ségolène royal ministre l écologie persiste vouloir étendre tout réseau,"[6.24881635924235794e-365, 2.0185820654487201738e-351, 2.2223890782615118285e-212, 1.0860818710900920017e-294, 3.3382716729756388768e-425, 6.351701360360582661e-269, 1.1914773047820289667e-286, 8.6105641174430311593e-274, 7.6700021262599539396e-341, 1.6212516128906190003e-256]",2.222389078261512e-213,10
thalys l efficacité n est rendezvous seules gares équipées alors réseau dessert villes,"[1.8837535822118722203e-378, 1.449385783474284641e-288, 1.5630690146689507907e-281, 9.5141863896017576527e-272, 1.1295634298470032711e-286, 1.9661351454423716997e-318, 5.7804116473333411394e-388, 2.1970095990518845616e-381, 5.565690032278554939e-361, 1.9935593752568668863e-407, 4.4650321023417396453e-386, 3.4927018212665642062e-380, 1.4185705992815896443e-431]",7.318604916280645e-273,13
« perte temps aucun gain sécurité » commente blogueur britannique jon worth,"[1.8776616079905203087e-383, 2.4387610403284343126e-339, 1.153633923650962553e-347, 2.9372726095377692458e-403, 6.2818966480146159415e-323, 3.1082581016416201007e-286, 2.2574113110258004617e-334, 8.78913775298847182e-365, 1.8950369370963556118e-328, 2.433583834095224497e-447, 7.2795917302862870658e-292, 3.0223838588450348804e-313]",2.590221151027792e-287,12
the thalys network stations served but just get security checks,"[7.292411011641658718e-182, 1.8045304733833375644e-333, 5.837336725878569669e-139, 5.6665240082665039837e-392, 7.2852198624591192704e-399, 8.3763799421261580867e-325, 9.4998386318213821805e-266, 1.9493934580242014408e-293, 3.988544493199040152e-312, 1.6175425890252575463e-324]",5.837336725878569e-140,10
waste of time no security gain,"[3.3126793827592862157e-311, 4.0231365529515371118e-299, 1.7504830058572211284e-305, 7.588426596637658362e-250, 3.9872333569649290633e-271, 7.767088297335831867e-365]",1.2647377661062764e-250,6
jon worth december tgv canal,"[2.907297002800113634e-351, 1.7877276309326807146e-402, 3.4827417888497300015e-282, 8.7043282915560510516e-347, 1.3190214762852182106e-303]",6.96548357769946e-283,5
l événement fait titres presse mondiale s il s était produit samedi lendemain funeste novembre,"[1.0489710466206699735e-394, 5.869741601100717757e-290, 1.6876843286938679493e-310, 3.0790917428303421313e-365, 6.1284348294755048642e-447, 9.292123105807366494e-334, 1.8786773944921287534e-266, 1.4865120931957704381e-311, 4.0363575234162545628e-286, 1.2204238163489859546e-424, 1.3076728006471772976e-327, 3.2195416111785578709e-370, 1.8984118777552612588e-408, 3.78659940746507245e-252, 1.7376820503516002745e-331]",2.5243996049767276e-253,15
rame tgv circulait nouvelle ligne grande vitesse déraille eckwersheim basrhin,"[1.1030049985005996006e-267, 1.6230001344577569829e-335, 1.06780857817791016683e-389, 3.6973341028310061868e-442, 9.3962040322173398314e-288, 1.12358747733030008906e-353, 8.2227020751604820554e-274, 1.6090793797556026241e-384, 9.6483417920880939934e-166, 3.8115862245291838855e-404]",9.648341792088094e-167,10
déplore morts,"[6.675006448381431413e-332, 9.695489217603048174e-410]",0.0,2
c est coup dur tgv dont rentabilité ailleurs menacée,"[4.8650186675031564756e-387, 1.38722940096451149505e-322, 9.091115852207312367e-396, 2.6261597306736789187e-323, 1.1535571452636620129e-316, 2.9305805538886990833e-342, 3.6246714439126855942e-305, 1.0211819986757457535e-274, 9.433220158264412207e-244]",1.0481355731404902e-244,9
très cher pass navigo unique,"[6.8015005377311898123e-343, 1.1015421599244846976e-273, 8.6771307838984418935e-322, 8.659676618503516951e-290, 4.665208349478627925e-177]",9.330416698957256e-178,5
c était promesse écologistes siégeant conseil régional d iledefrance,"[3.3616015990304631722e-268, 5.5899061893672692674e-242, 1.8354096404920567775e-308, 2.6358522480587508836e-326, 3.1154013441384447028e-291, 1.1464827511335612033e-298, 2.0287583515432937248e-356, 2.4042940109293258668e-347, 1.1715134835257547543e-401]",6.211006877074744e-243,9
proposé franciliens partir septembre « pass unique » donne accès toute région coûtera pouvoirs publics alentours millions d euros,"[6.5244263458184651044e-352, 3.1005357230083758277e-365, 2.7449000043639943967e-438, 4.9398271749540280884e-405, 1.5525828513769309196e-379, 5.1909928172297078957e-274, 5.612151195078801583e-383, 2.1935162820380957747e-163, 4.951741626513115172e-418, 6.9196162243722764144e-268, 2.0565243999417553794e-241, 1.1819502230020991708e-279, 2.0468331607041002122e-335, 4.9786380922868584634e-308, 3.644924797694426257e-385, 1.0298865128226103182e-363, 1.1101586307583649671e-302, 4.3551526829099600838e-316, 8.4204601847378060683e-337]",1.154482253704261e-164,19
c est beaucoup contexte budgétaire serré touche toutes collectivités,"[1.5805806025431376079e-207, 1.51558512894775609405e-403, 1.1450140331612680602e-385, 1.3020602622848220035e-296, 1.3719209170446583138e-353, 1.04005340014046834386e-362, 2.2468086767805489329e-349, 1.8257776577008487168e-278, 1.2035867200369429911e-375]",1.756200669492375e-208,9
« manque millions « assure nouvelle présidente région élue décembre valérie pécresse lr,"[1.5514654057859151037e-241, 7.7774770908437048967e-373, 1.4306567600052301278e-368, 2.8964078464066095323e-394, 1.502512819888412245e-203, 1.1686839559777472499e-212, 2.5932302576056038966e-307, 6.6374223341667529397e-299, 1.2047367952372770333e-395, 2.4634532717510047876e-323, 1.3013118714684190609e-418, 7.9982314906757877813e-407, 3.2738730284028528913e-312]",1.1557790931208432e-204,13
l empêche promettre nouvelles rames réseau ferré francilien,"[1.4875562453759496354e-202, 4.157936464742447619e-88, 1.3457831173304491298e-344, 4.5078914892295325878e-159, 1.4812226546304610603e-301, 3.1454675630972676134e-269, 1.0555433904263782192e-306, 4.7434805601938538152e-424]",5.1974205809280594e-89,8
sujet effets inattendus « dézonage » pass navigo août unique rer b,"[2.7637862559581583963e-229, 3.2202281113569704698e-284, 5.246825423468841533e-283, 1.36848784599280224474e-384, 8.8332125904126210245e-314, 1.6653868453314792505e-271, 2.8059022759282960774e-345, 3.338394958818854081e-330, 2.0293382956099127436e-225, 2.027172630129662664e-344, 2.7162198174060438852e-207, 1.9349147180580352736e-281]",2.2635165145050367e-208,12
l annonce passée inaperçue avril,"[1.2368568441623119819e-325, 2.4790814701077476712e-383, 5.5120629989571543855e-283, 1.5314158874927424661e-483, 6.214560234778834205e-208]",1.242912046955767e-208,5
ligne rer b dépend ratp sud sncf nord dispose désormais d un directeur issu sncf d un centre commandement unique situé lieu denfertrochereau,"[6.396074866957907082e-228, 1.0719247961750120458e-130, 2.575235123511992875e-321, 4.75030715204537228e-270, 9.1610721019090791645e-363, 3.9590907930662450225e-375, 1.8263737982346565893e-111, 4.099548638413105177e-366, 1.4166247663282611356e-153, 2.285532585249847495e-295, 3.8664668688774095765e-251, 7.3295748828767810356e-317, 1.08508099739461817267e-234, 6.7419681368807989957e-192, 7.4623345201065193898e-407, 1.3491311666581258148e-381, 8.7104874334380782255e-353, 5.0750841286141228986e-327, 5.6135468827636126423e-347, 1.482338995008611106e-244, 2.3908878708781983104e-340, 1.6258461785538514458e-424, 1.1986152520413285374e-294]",7.940755644498506e-113,23
revanche deux entreprises n envisagent supprimer fameuse « interconnexion » rer a fait perdre chaque voyageur entre minutes tous jours,"[7.117941839066815178e-358, 1.1134971688576296973e-363, 3.3593506622880189376e-373, 5.8343692221386456386e-249, 2.0708680752947794695e-292, 2.4115255280731045948e-273, 1.4986799670290089985e-305, 7.5634853332449347124e-417, 5.8310011447516937537e-420, 1.4053237673742285212e-505, 9.5679396209785288905e-351, 1.7858047964474466743e-261, 1.4339305908949313514e-258, 2.9216403494416528586e-275, 3.3052399230200199913e-307, 1.8771166606496465249e-394, 3.9614438299357190446e-406, 1.7694848418582429821e-330, 8.708117911908036916e-313, 6.9385996971985857314e-362]",2.917184611787181e-250,20
velocity nantes sous soleil,"[3.4220686626597143817e-257, 1.1534215128607356535e-434, 1.069428225905158156e-325, 2.7272579961445975018e-382]",8.555171656649286e-258,4
juin première fois depuis congrès mondial vélo déroule france nantes compterendu ici,"[4.6225200612021806345e-330, 1.45971984557091205095e-269, 1.8554913478174855607e-327, 4.9464397381547422937e-382, 9.1277608021788092435e-223, 3.144263440203557063e-509, 2.597777904287310147e-313, 3.251283735089156193e-279, 1.9121344101719461412e-307, 1.9041860098976552254e-369, 1.5565283972161022003e-379, 8.888450771287832804e-450]",7.6064673351490075e-224,12
nombreux responsables politiques légitiment vélo comme moyen transport,"[2.2332310675126805893e-373, 8.882208077061324285e-427, 2.3133646615806970682e-278, 2.0443827913337738057e-394, 3.0364321573824800234e-299, 1.41267418768356448206e-480, 1.9089534041728877773e-441, 9.6533591249155618046e-297]",2.8917058269758712e-279,8
trouver recettes transition cyclable suffit piocher bonnes idées stands paysbas danemark où part modale atteint respectivement,"[9.096133939536035859e-380, 4.5240015521591857148e-210, 2.5122569901695373308e-348, 4.359212709639355187e-425, 5.2512779598065884803e-273, 1.575758997619215718e-415, 7.202358441648639793e-317, 1.4271299409226797185e-495, 7.9046513914633151904e-399, 2.8436908866107621376e-365, 3.937588476501956284e-416, 1.1899110636486074685e-472, 1.9933124348587017241e-436, 3.6604904914018984287e-458, 3.755286875813373281e-421, 6.4343830899802682856e-434]",2.827500970099491e-211,16
octobre « déclaration luxembourg » signée états l ue reconnaît vélo comme « moyen transport plus efficient tous terme gaz effet serre »,"[1.2131118716192572765e-374, 1.7874153156139752527e-326, 7.2909372661930706607e-289, 1.382421588669654568e-374, 5.194563308981428693e-430, 1.8491741780393426053e-302, 2.477276855805650841e-361, 4.0391032898794779384e-383, 8.701503092209598522e-411, 7.054938977571199369e-464, 1.3660977895189911901e-437, 2.547588410840379406e-414, 1.6263011070709282846e-334, 1.0210941688754933116e-371, 2.066634505008088837e-389, 9.6991324899834163334e-446, 2.5732303330533298807e-402, 3.9914556725607555036e-299, 9.392902732619196198e-291, 3.0364939249459992854e-401, 6.890973972252275961e-303, 1.8394655568925485455e-436, 7.402860227510261198e-337]",3.2108114321385486e-290,23
retard « plan vélo » paris,"[1.1287621901772909321e-393, 3.9427717262850843552e-356, 6.29021909757761857e-357, 8.6142211977339639416e-367, 1.2621913396301806839e-366, 8.698974930079211125e-266]",1.4498291550132018e-266,6
voté l unanimité conseil paris avril doté d un budget millions d euros « plan vélo » capitale demeure huit mois plus tard embryonnaire,"[2.6258573556603501429e-387, 1.6787545200320383132e-370, 8.2177339890300216364e-417, 8.525928239628430557e-431, 2.2607366070518882293e-372, 2.2210861621103478442e-372, 5.0324909671381258297e-428, 1.2483597663979232947e-418, 1.0013416696982353441e-332, 1.1733163855409041262e-347, 1.028901018685399224e-438, 2.1948085143530817671e-395, 2.2370421643413243284e-412, 3.0679046756033531838e-340, 1.1802687520289988853e-407, 1.4852280694119382911e-397, 7.8504923154924562165e-408, 8.6378393466678156686e-389, 1.3414639061551291125e-394, 4.8115185788624454705e-406, 4.70642322145606573e-376, 2.3487720611335069044e-393, 7.8949451012423483387e-317, 1.9643558717947185337e-238]",8.184816132477993e-240,24
seules quelques rues aménagées,"[1.3717954840621250546e-435, 4.5127358258194563074e-373, 2.3747644475835833087e-290, 1.1516119524800128638e-304]",5.936911118958987e-291,4
« a pris retard » confiait fin novembre proche municipalité,"[3.3272167697025124562e-402, 5.425571923768383998e-379, 1.0666041352035821429e-188, 1.1538480699979093131e-312, 9.7269360047210680026e-203, 1.4556036254869202939e-225, 1.8790035310114430206e-355, 4.268201355608722505e-351, 6.9820972777515630385e-239, 5.0002529673509593233e-136]",5.000252967350959e-137,10
pratique rues capitale demeurent très hostiles personnes déplacent sans moteur,"[3.3497763358196471544e-283, 1.0036408236679234676e-176, 7.810045179413774258e-251, 3.487936830492966178e-388, 9.680687534371567488e-235, 1.6024642582374117901e-277, 9.904966338851460084e-247, 5.306206760508332643e-202, 1.6478927128638369461e-108, 5.5049674686952820105e-263]",1.647892712863837e-109,10
sujet longue histoire plans vélo paris avril feuilleton l indemnité kilométrique,"[6.8812187813365334416e-192, 4.4908881073740009826e-183, 3.2396947181138406954e-307, 3.416860351505968847e-202, 2.1185316654806361712e-249, 1.0, 6.3558783680526678504e-244, 1.1265913644113371939e-115, 1.0831395515483188154e-343, 2.314070305348147466e-312, 3.1422477045574982544e-140]",0.09090909090909091,11
destinée dédommager salariés rendant travail pédalant l « » promise « plan d action mobilités actives » pama mars,"[6.836662114589721489e-277, 5.3901238696152923206e-114, 4.2236048587521460696e-97, 1.1350649031021728148e-324, 5.5661029355550629315e-166, 2.2991062070222556777e-253, 1.0306240618984665362e-277, 8.760958099036833827e-293, 5.785409345910150449e-287, 7.0910028744837477126e-206, 1.1994528651489693103e-212, 8.448801193836612812e-329, 3.1464410950478888532e-206, 6.021004618594953149e-254, 1.2496283731714239773e-290, 5.902912965721118224e-213, 4.588439996921608997e-198, 4.587425395557177073e-286, 2.1053105589468129716e-291]",2.2229499256590242e-98,19
inscrite loi transition énergétique l été mesure devait être précisée décret prévu « l automne »,"[3.0925366721419322335e-265, 1.162061053811408656e-321, 8.3134662143849733827e-349, 5.2386841400626415534e-262, 8.1714899685826951944e-316, 1.5345858584015254164e-242, 3.1095919706626349066e-365, 6.671242628433606277e-299, 6.3820334305570714643e-279, 1.484007054937769796e-296, 4.9037935470802322984e-258, 9.631755528089471061e-267, 1.6670282276834157735e-301, 1.6193841290194638154e-347, 3.9923557514631108918e-152, 1.5198566648566261247e-382]",2.4952223446644443e-153,16
finalement c est article loi finances scelle sort cette indemnité très attendue cyclistes réguliers,"[1.0479706925757929252e-374, 2.5881209817848925288e-312, 3.9249676480358748205e-361, 1.520534584996294328e-336, 3.0554055297185449158e-333, 3.5512771317570722238e-241, 1.2448758662975460344e-432, 3.5131481383274183538e-307, 7.635708020799595904e-450, 1.0503767990108949113e-229, 8.212976065629912039e-356, 4.883371956901728431e-360, 1.9169317794403775941e-272, 1.053987199834106964e-356]",7.502691421531758e-231,14
dédommagement facultatif déduction fiscale laquelle donne droit plafonnée an,"[5.154322018216261168e-195, 4.5009872794122209297e-307, 2.8996036926781016825e-271, 4.3541343651666012486e-396, 1.4435491724329418718e-274, 5.033620348914960716e-272, 1.875311441701382088e-130, 7.69412349994897828e-222, 3.2149604193636513296e-390]",2.0836793796682024e-131,9
maigre butin,"[1.1329431240736543722e-366, 2.4924173442848260025e-333]",0.0,2
unique fait positif cette série pataquès l émergence d un collectif d associations réclamant véritable politique cyclable sous nom d,"[2.9656067759801146896e-390, 5.2736010682176668254e-282, 3.8537344752302424068e-225, 4.0775572660450494528e-296, 7.5557101829866005306e-310, 2.8666917470165109614e-401, 1.25925286058361282174e-433, 1.871245499276717156e-384, 7.101782606904924703e-334, 9.044979499251421381e-319, 6.102303946077959082e-225, 1.9165953737827023974e-396, 2.9331324537778492381e-350, 4.109797049304304386e-371, 5.2216595315731800755e-390, 7.7881214326984554193e-264, 5.0876964726172967787e-336, 3.9804447202818293424e-288, 1.0576893900683954494e-149, 5.431844778666210045e-351]",5.2884469503419775e-151,20
cale villes moyennes,"[7.721174570000047404e-358, 1.2248103389255833873e-394, 1.924875491012612657e-254]",6.416251636708709e-255,3
l année « retour voiture » villes moyennes,"[5.132401364727602185e-317, 2.823739709944961377e-286, 8.387081646893431049e-384, 3.0792699853849618507e-374, 2.3854252026272662372e-267, 3.256315585558481862e-404, 1.15556026748543492525e-400, 3.4643663583578386641e-262]",4.330487765762331e-263,8
octobre rapport gart montre villes n ont rien gagner encourageant l usage exclusif voiture individuelle d autant là encore l argent manque,"[1.4867883018637242269e-391, 1.0932991300037264328e-332, 2.4563385018453797893e-249, 3.758815394226252578e-347, 9.35302759810013189e-248, 1.6365198905306599477e-334, 1.2530746933585583324e-347, 4.3841796474713614903e-339, 4.3263733837175311047e-359, 1.7844530298022124604e-284, 3.848138867487566033e-435, 1.6491435260042864163e-349, 8.4163340425051217757e-305, 1.1197678787225884623e-264, 9.0541644717053126795e-285, 3.0425010480439932263e-333, 8.415000308786149071e-350, 1.832816044121136194e-396, 9.745748154407113917e-337, 7.140749607426690852e-243, 2.8064031988090527806e-272, 1.5949859602895968396e-313]",3.245838906382352e-244,22
historique quimper où municipalité facilité stationnement voitures prennent trop place agents déposent « messages pédagogie » parebrises demande commerçants,"[3.7379083515771332911e-351, 3.5678271824068001028e-381, 1.3689527032640986411e-342, 1.7665322071293451991e-372, 5.3881448807453372093e-317, 7.935261162066438823e-403, 5.2436834087832806186e-335, 9.720066510687879593e-380, 4.074439364719063509e-326, 6.2819654967525480385e-299, 8.0424462993944441495e-362, 1.4239237823839011378e-373, 3.0263028456256102294e-391, 2.7776678269048999527e-348, 1.3691916769768443543e-404, 1.2646923062832934197e-358, 5.312002109524726249e-464, 2.5527398566585374405e-380, 4.2688873982320460396e-380]",3.306297629869762e-300,19
a thionville moselle maire lr s inquiète l absence d effet politique stationnement gratuit,"[2.6129375857334689248e-282, 8.150376160126836021e-267, 4.16772224840674752e-307, 1.9741863086463767136e-440, 1.189617332137936858e-321, 1.4338719114435307194e-356, 1.2310638463767013252e-328, 1.7217662386640047762e-256, 9.854054050265052761e-345, 5.292578289876445847e-382, 2.1721309822917568838e-384, 1.3167643162975012872e-369, 4.6674678535193858825e-344, 9.2538627489259696725e-399]",1.2298330276753632e-257,14
a roubaix nord cafetiers s agacent voitures stationnées gênent clients terrasse,"[6.406694338153529909e-364, 3.3554637337556770867e-408, 7.39926151201170139e-366, 2.9017258364220095727e-427, 1.0006736785801199359e-380, 2.6890642390184313194e-347, 4.1239873297327025395e-422, 1.6537938111114061119e-373, 4.703511573489049987e-335, 3.3857753996115331046e-478, 1.8835555871915350383e-364]",0.0,11
premiers signes tropplein apparaissent,"[6.8781836935341726986e-426, 5.1897650602926552207e-358, 6.8370002731220575556e-419, 2.1380057418599687415e-348]",0.0,4
sujet villes moyennes retour voiture n est fatalité octobre l essence chère,"[4.5999000597462432227e-419, 6.8683034771784210395e-411, 9.641992835901794632e-458, 1.0070616532063310999e-397, 2.2398152767311463834e-310, 1.4319631331702284138e-378, 6.829533491183100119e-368, 1.3013922300907464741e-389, 8.088950822396336051e-347, 6.897777137511259909e-433, 1.3405562362214214909e-394, 4.7709374129927449786e-351]",1.8665127306093e-311,12
plus années précédentes aucune hausse vertigineuse prix l essence n a amené automobilistes délaisser voiture,"[3.9867318764297153686e-411, 4.2014511266678630712e-365, 1.8197670328509942993e-387, 2.5289441040628883341e-410, 3.412996896183142557e-443, 2.3997151933187311487e-393, 3.7896026413499436327e-455, 5.7692012038071789725e-390, 2.99376249695166428e-392, 2.5494840345429993565e-358, 4.7313576231137445294e-328, 6.674549315070665696e-401, 2.039821893371030085e-409, 1.7232200980417215307e-415, 4.5997926456518649193e-358]",0.0,15
contraire,[9.742987412227024734e-286],9.742987412227025e-286,1
va falloir trouver autre chose limiter pollution atmosphérique motiver transition énergétique appelée,"[5.5204647991402430874e-384, 7.939991895227638421e-386, 5.034552921226618973e-409, 3.7962190903022530265e-219, 2.177453595838024686e-431, 1.0635013338651366827e-348, 8.679065214994750053e-444, 1.5103390435322822853e-388, 6.423355697023527706e-440, 2.2804067635511928596e-362, 5.098332012530631128e-248, 5.192067657900041967e-356]",3.163515908585211e-220,12
uber vs,"[2.0000256830062121309e-263, 2.6412408254477915308e-379]",1.0000128415031061e-263,2
taxis l embrouille,"[4.6735627791009815024e-323, 6.7635216545222218562e-351, 3.081989585421406086e-277]",1.0273298618071354e-277,3
l image limousines noires retournées vandalisées fin juin a défrayé chronique,"[1.3642276151946481265e-254, 8.847965388460356956e-311, 6.2170715476884881814e-199, 6.9158356372385623377e-333, 6.8654088490939606e-324, 7.715563919413216626e-419, 2.666921508139808632e-357, 5.1722401590272723564e-221, 2.1206486066590981623e-105, 1.5430439208216392503e-202, 2.8845916942875984063e-281]",1.9278623696900893e-106,11
« voitures tourisme chauffeur » vtc entrepreneurs modernes conquérants pauvres victimes taxis rentiers décembre distinction entre anciens modernes semble toutefois s estomper,"[1.2059919922964839497e-506, 6.177880808815848165e-337, 1.1780048550562214242e-273, 4.1378129167840764373e-242, 5.972793606824617261e-351, 2.117803097164422359e-159, 2.2048336502142225927e-440, 4.8618830273090990463e-431, 1.0127538183783908885e-341, 2.3916105944784644993e-345, 1.275030995280453856e-206, 4.0110651886236461994e-317, 1.7827246274242721225e-335, 2.5760125684420852904e-303, 2.2242477374895513155e-226, 4.802636252423828498e-304, 1.8273653735655658607e-297, 8.226983736798843585e-409, 9.424701962502435752e-276, 6.3404324652749585957e-332, 1.2755588262870308437e-220, 6.020940024294316045e-336]",9.626377714383737e-161,22
chauffeurs d uber cette fois bloquent circulation obtenir meilleures conditions travail,"[5.0935166460811747744e-400, 8.910595060547227705e-367, 1.1755575656508845453e-347, 4.4544282066954616338e-254, 5.974646283582248234e-321, 4.7237838087298018236e-252, 3.646660523970906081e-235, 6.1553142691096418175e-370, 6.241217495630659439e-271, 4.270039835474500077e-295, 3.0877345787282603344e-304]",3.3151459308826418e-236,11
deux corporations bénéficient tous cas depuis juin matin d un bout voie réservée l autoroute,"[2.5813341828000702764e-284, 5.1561443031542059944e-306, 1.3790470713873234354e-273, 4.7750284544357680884e-319, 6.313292780851455404e-307, 5.3617392113900802757e-432, 9.292012604005023785e-307, 1.1811918476367584024e-395, 3.081838849120383553e-375, 3.4873401818180608469e-348, 2.5629646789660793277e-284, 5.4892887723435886133e-410, 2.5160240392672074004e-415, 2.6647051013135235843e-354, 1.5185833835497502679e-416]",9.193647142925109e-275,15
revoilà morzine,"[1.23930591246547575315e-396, 3.3045382285514938555e-352]",0.0,2
