clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
voici liste non exhaustive événements marqué transports quotidiens,"[7.2610332070139472864e-396, 1.8732423629246594844e-348, 2.4519315141942705316e-265, 4.8484157129222536806e-384, 3.7554826283094744013e-338, 3.494682331572075838e-306, 1.9413164375061083784e-356, 3.619854229604578598e-370]",3.064914392742838e-266,8
autocars macron,"[1.52104186101133920264e-412, 2.0398635631589944467e-348]",0.0,2
dès juillet alors loi portant nom n avait encore promulguée ministre l économie saluait premiers voyageurs gare routière,"[2.8404205635787063596e-375, 7.7497931230131658785e-342, 4.022174601145867704e-340, 5.876579728913654813e-311, 6.476924854280972897e-330, 1.2626911647448801084e-272, 1.6073767535632081857e-250, 1.7600118829409610256e-366, 5.4211119020560192505e-219, 3.1866793347022663798e-289, 5.9286062110890308317e-345, 4.0458716139875088455e-368, 1.8285435555365628794e-372, 7.1943065996050480508e-317, 1.2810585891864843579e-329, 5.580124554833641095e-276, 1.5204683050225362339e-400, 1.4531307798213363733e-359]",3.011728834475566e-220,18
cinq compagnies disputent marché « voyageurs pauvres » proposent trajets prix cassés,"[5.745690183689929296e-331, 3.2270381320561750851e-301, 3.6340236848637524566e-286, 1.2854643377611277691e-190, 2.8533852062859233792e-384, 1.2391941554034682632e-358, 2.1774303290627126586e-315, 2.452385230690392921e-416, 4.7243228513243711603e-317, 6.775260685897643976e-277, 1.354865363291042818e-377, 6.5234495188094222425e-307]",1.0712202814676065e-191,12
décembre annonce ministère l économie voyageurs emprunté l un autocars circulation,"[1.977414302895105056e-336, 3.6765766029266275422e-410, 2.301042379017129509e-422, 3.5098974318861885274e-392, 5.1467667669966670765e-78, 1.9575702311919548977e-239, 2.0257020875899307753e-265, 8.192379837513810438e-368, 7.57395284229225823e-378, 9.117400197308199756e-341, 1.3738885052075042617e-212]",4.678878879087879e-79,11
succès voire,"[1.7908182003095525409e-247, 5.437772541407790018e-256]",8.954091028736626e-248,2
filiale sncf peu rentable rapporte cgt,"[3.4942334417951869778e-187, 7.880707534448304545e-419, 4.8002057155253574397e-409, 7.660578756302209e-428, 1.7157712718661874513e-339, 2.0802799506279839878e-267]",5.823722402991978e-188,6
l accident survenu octobre gironde a assombri perspectives s il s agissait d un « autocar macron »,"[4.156053344952544342e-248, 3.1703877603124394868e-325, 4.353514315040377563e-381, 3.599294526366091964e-350, 1.4695457757579006824e-367, 7.459650379135603579e-454, 2.4494293622287918862e-336, 1.1998150722606164188e-385, 1.4317352401688379067e-248, 4.9631318548732771122e-379, 7.373971994463320189e-424, 3.0145786788426416986e-409, 1.2032997224694371527e-376, 6.5839586171045747766e-344, 4.4138483610412383835e-313, 1.9142284266484217817e-389, 6.531747050435017083e-244, 2.3808751772587977445e-442]",3.6290587940519606e-245,18
sujet j ai testé l autocar macron cher long fatigant novembre retour train lent cher,"[2.2931134439494701774e-375, 1.05708807802811546605e-370, 5.6209613980044826694e-192, 1.8754653140741885261e-362, 5.5907659874241788384e-301, 6.6398798315396442e-365, 1.9397004849059311923e-402, 2.274385488770079943e-192, 2.0870445920947622028e-266, 5.6865495766955060217e-320, 2.7304804656371563103e-330, 2.7714410617865175838e-207, 2.6578529853844571316e-274, 2.8034949056207391602e-129, 4.9849112811590424865e-285]",1.8689966037471593e-130,15
véritable réponse sncf cars macron covoiturage consiste reproposer intercités,"[3.8558118059498022907e-274, 1.719467327382028483e-297, 2.13115116042920266e-313, 1.8579975718029915139e-353, 5.559862808105251303e-314, 1.0394853684852527692e-293, 6.0766631054702655716e-421, 7.0072656535154542126e-253, 2.1928263849029220127e-408]",7.785850726128283e-254,9
