document
limmeuble jouxtant siège social daptn winnipeg travaille darrachepied transformer lintérieur dune ancienne banque deuxième studio télévision ultramoderne  cest là retransmises 12 28 février émissions consacrées jeux olympiques dhiver lieu vancouver whistler côte ouest canada  aptn effet lun diffuseurs officiels sein dun consortium douze chaînes canadiennes oeuvrera manière cestàdire grande partie langues autochtones  cette désignation lune plus grandes réussites réjouit jean larose directeur général cette chaîne nommée premier radiodiffuseur autochtone officiel jeux dhiver  réseau proposera couverture direct haute définition compétitions cérémonies ainsi reportages émissions dinformation olympique  cette programmation spéciale quatorze seize heures jour structurée trois blocs linguistiques  trois quatre heures anglais autant français seule couverture vraiment nationale français autant  huit langues autochtones particulièrement heures grande écoute  navions journalistes sportifs innus cris dénés explique  larose  donc mis profit six derniers mois former équipe dune trentaine dautochtones différentes langues  laide journalistes sportifs plupart retraités radio canada appris subtilités chaque sport terminologie particulière associée  lobjectif quils puissent commenter compétitions plusieurs langues autochtones façon professionnelle autant colorée première fois inuits cris pourront ainsi suivre événement cette envergure langue  hic  bien termes sportifs comme luge skeleton nexistent inuktitut tlingit  aptn a trouvé solution  chaque limite linguistique rencontrée léquipe sadresse communauté visée demander exemple laide aînés  ensemble trouvent alors nouveau terme viendra enrichir cette langue  a  ps 
