comment_sentence
"Le Yémen, pays surpeuplé, morcelé en tribus & sectes religieuses, au pouvoir central faible soumis aux luttes internes depuis la fin de la colonisation turque en 1918, est établi sur un territoire aride et très montagneux, aussi propice que l'Afghanistan à la guérilla. Les yéménites sont, par tradition, sur-armés mais aussi les + pauvres des pays arabes, sous-éduqués & addictes à une drogue, le qât. Un terrain de choix pour Al Qaida. Cela fait + de 30 ans que le problème était déjà posé !"
